SF	Freq	Lemma	Segmentation	Analysis
fánkot	4	fa	fa-nk-ot	N.SG-PSS1P-ACC
verekedj	2	verekedik	vereked-j	V-SBJV.PRS.INDF.2.SG
hallani	4	hall	hall-ani	V-NFIN
fát	16	fa	fa-t	N.SG-ACC
hangon	1	hang	hang-on	N.SG-ON+ESS
könny	1	könny	könny	N.NOM.SG
bohócnak	32	bohóc	bohóc-nak	N.SG-DAT.SG
villámlik	4	villámlik	villámlik	V.IND.PRS.INDF.3.SG
villamossal	5	villamos	villamos-val	N.SG-INST
meggyógyult	19	meggyógy	meggyógy-ul-t	meggyógy-BYWAY-ACC
papapapapa	3	papapapap	papapapap-a	papapapap-PSS3S
beletetted	2	bele	bele-t-etted	N.SG-ACC-IND.PST.DEF.2.SG
dobozon	1	doboz	doboz-on	N.SG-ON+ESS
barna	1055	barna	barna	N.NOM.SG
forinttal	1	forint	forint-val	N.SG-INST
megettél	15	meg	meg-ettél	meg-IND.PST.INDF.2.SG
növényevő	1	növényev	növényev-ő	növényev-V.PTCP.PRS
fölüljön	1	fölül	fölül-jön	V-SBJV.PRS.INDF.3.SG
barackfákról	1	barackfá	barackfá-k-ról	barackfá-PL-ON+ABL
kapu	28	kapu	kapu	N.NOM.SG
elbújni	12	elbújik	elbúj-ni	V-NFIN
árcsi	2	árcs	árcs-i	árcs-PSS3S.PL
nyomtál	1	nyom	nyom-tál	V-IND.PST.INDF.2.SG
asztalt	26	asztal	asztal-t	N.SG-ACC
visszaraktad	1	visszar	visszar-ak-tad	visszar-PL-IND.PST.DEF.2.SG
lábadat	23	láb	láb-ad-at	N.SG-PSS2S-ACC
visszahúzod	1	visszahúz	visszahúz-od	visszahúz-PSS2S
fáradt	24	fárad	fárad-t	V-IND.PST.INDF.3.SG
kaviccsal	4	kavics	kavics-val	N.SG-INST
lámpája	1	lámpa	lámpa-ja	N.NOM-PSS3S.SG
puskás	9	puskás	puskás	N.NOM.SG
tudjátok	4	tud	tud-játok	V-IND.PRS.DEF.2.PL
sokára	2	soká	soká-ra	soká-ON+ALL
játékebéd	1	játékeb	játékeb-é-d	játékeb-PSS4S-PSS2S
gól	6	gól	gól	N.NOM.SG
bárka	1	bárka	bárka	N.NOM.SG
huncutkodunk	1	huncu	huncu-t-k-od-unk	huncu-ACC-PL-PSS2S-PSS1P
őzikéből	1	őzike	őzike-ből	N.SG-IN+ABL
harapni	2	harap	harap-ni	V-NFIN
víz	67	víz	víz	N.NOM.SG
visszarakjam	1	visszar	visszar-ak-jam	visszar-PL-SBJV.PRS.DEF.1.SG
kulcsomat	1	kulcs	kulcs-om-at	N.NOM-PSS1S-ACC
függönytől	1	függöny	függöny-től	N.SG-AT+ABL
dobra	2	dob	dob-ra	N.SG-ON+ALL
fölmászunk	1	fölmá	fölmá-sz-unk	fölmá-IND.PRS.INDF.2.SG.asz-PSS1P
piszkálja	1	piszkál	piszkál-ja	V-IND.PRS.DEF.3.SG
panda	7	panda	panda	N.NOM.SG
lapáttal	9	lapát	lapát-val	N.SG-INST
kazettát	3	kazetta	kazetta-t	N.SG-ACC
köpködni	4	köpköd	köpköd-ni	V-NFIN
ételt	2	étel	étel-t	N.SG-ACC
bárányka	2	bárány	bárány-k-a	N.NOM-PL-PSS3S
kapcsolunk	1	kapcsol	kapcsol-unk	V-IND.PRS.INDF.1.PL
megkened	1	meg	meg-k-ened	meg-PL-NFIN.2.SG
nacit	1	naci	naci-t	N.SG-ACC
mauglit	1	maugl	maugl-i-t	maugl-PSS3S.PL-ACC
néni	795	néni	néni	N.NOM.SG
lenni	29	lesz	lesz-nni	V-NFIN
galuskával	1	galuska	galuska-val	N.SG-INST
babánál	1	baba	baba-nál	N.SG-AT+ESS
gumi	13	gumi	gumi	N.NOM.SG
beszéljen	2	beszél	beszél-jen	V-SBJV.PRS.INDF.3.SG
szakálla	6	szakáll	szakáll-a	N.NOM-PSS3S.SG
meggyógyítani	3	meggyógyít	meggyógyít-ani	V-NFIN
megfázás	1	megfáz	megfáz-ás	megfáz-V.MSDR
húzták	10	húz	húz-ták	V-IND.PST.DEF.3.PL
kosárba	11	kosár	kosár-ba	N.SG-IN+ALL
ingecskét	1	ingecs	ingecs-k-é-t	ingecs-PL-PSS4S-ACC
figyeljen	1	figyel	figyel-jen	V-SBJV.PRS.INDF.3.SG
megtaláltad	10	megtalál	megtalál-tad	V-IND.PST.DEF.2.SG
kistányérba	1	kistányér	kistányér-ba	kistányér-IN+ALL
pörget	2	pörget	pörget	V.IND.PRS.INDF.3.SG
hülyeséget	2	hülyeség	hülyeség-et	N.SG-ACC
kalapácsolok	3	kalapács	kalapács-ol-ok	N.NOM-IND.PRS.INDF.2.SG.Ol-PL
megtölti	1	megtölt	megtölt-i	V-IND.PRS.DEF.3.SG.i
pofonszerűt	1	pofonszerű	pofonszerű-t	pofonszerű-ACC
fölmentél	1	föl	föl-m-en-tél	N.NOM-PSS1S-ON+ESS-IND.PST.INDF.2.SG
hógolyó	7	hógolyó	hógolyó	N.NOM.SG
disznók	1	disznó	disznó-k	N.NOM-PL
mostolyan	1	mostoly	mostoly-a-n	mostoly-PSS3S-ON+ESS
ravaszok	3	ravasz	ravasz-ok	N.NOM-PL
műsírás	1	műsír	műsír-ás	műsír-V.MSDR
kisbabáknak	1	kisbaba	kisbaba-k-nak	N-PL-DAT.SG
madárral	1	madár	madár-val	N.SG-INST
találmányomat	1	találmány	találmány-om-at	N.NOM-PSS1S-ACC
szőnyegen	1	szőnyeg	szőnyeg-en	N.SG-ON+ESS
fakadni	1	fakad	fakad-ni	V-NFIN
könyv	30	könyv	könyv	N.NOM.SG
fogunk	24	fogunk	fogunk	N.NOM.SG
bábika	1	báb	báb-ik-a	N.NOM-PSS3P.PL-PSS3S
látsszanak	1	láts	láts-sz-anak	láts-IND.PRS.INDF.2.SG.asz-IND.PRS.INDF.3.PL
tépd	9	tép	tép-d	V-SBJV.PRS.DEF.2.SG
motolozok	1	motoloz	motoloz-ok	motoloz-PL
tányéromba	2	tányér	tányér-om-ba	N.NOM-PSS1S-IN+ALL
mentautó	1	mentau	mentau-t-ó	mentau-ACC-V.PTCP.PRS
szőke	3	szőke	szőke	N.NOM.SG
kelen	1	kel	kel-en	N.SG-ON+ESS
emberkém	1	emberke	emberke-m	N.NOM-PSS1S.SG
moka	2	m	m-ok-a	N.NOM-PL-PSS3S
lóra	2	ló	ló-ra	N.SG-ON+ALL
dicsértelek	1	dicsér	dicsér-telek	V-IND.PST.LGSPEC1.1.SG
között	5	köz	köz-ött	N.NOM-V.PTCP.PST
probáld	7	probál	probál-d	probál-PSS2S
hátrafelé	2	hátraf	hátraf-el-é	hátraf-IND.PRS.INDF.2.SG.Ol-PSS4S
rontjuk	1	ront	ront-juk	V-IND.PRS.DEF.1.PL
csónakáztál	2	csónakáz	csónakáz-tál	csónakáz-IND.PST.INDF.2.SG
iroda	1	iroda	iroda	N.NOM.SG
megmelegítjük	1	megmelegí	megmelegí-t-jük	megmelegí-ACC-PSS3P
popi	1	pop	pop-i	N.NOM-PSS3S.PL
mamához	9	mama	mama-hoz	N.SG-AT+ALL
úszni	2	úszik	úsz-ni	V-NFIN
állomásra	1	állomás	állomás-ra	N.SG-ON+ALL
üljünk	23	ül	ül-jünk	V-SBJV.PRS.INDF.1.PL
részen	1	rész	rész-en	N.SG-ON+ESS
fésülködlek	1	fésül	fésül-k-öd-lek	V.IND.PRS.INDF.3.SG-PL-IND.PRS.DEF.2.SG-IND.PRS.LGSPEC1.1.SG
levegyük	9	levesz	levesz-jük	V-SBJV.PRS.DEF.1.PL
benzinkút	3	benzinkút	benzinkút	N.NOM.SG
fölbillen	1	fölbill	fölbill-en	fölbill-ON+ESS
szegénykém	2	szegényke	szegényke-m	N.NOM-PSS1S.SG
péter	40	péter	péter	N.NOM.SG
teked	1	teke	teke-d	N.NOM-PSS2S
gyógyítasz	1	gyógyít	gyógyít-asz	V-IND.PRS.INDF.2.SG.asz
pici	295	pici	pici	N.NOM.SG
megpörgetem	1	megpörg	megpörg-e-tem	megpörg-PSS3S-IND.PST.DEF.1.SG
patya	1	paty	paty-a	paty-PSS3S
lelőtte	1	lelő	lelő-tte	V-IND.PST.DEF.3.SG
hülyeskedik	1	hülyes	hülyes-k-ed-ik	hülyes-PL-PSS2S-PSS3P.PL
buszt	1	busz	busz-t	N.SG-ACC
körmöcskét	1	körmöcs	körmöcs-k-é-t	körmöcs-PL-PSS4S-ACC
virág	46	virág	virág	N.NOM.SG
vetted	16	vesz	vesz-tted	V-IND.PST.DEF.2.SG
igazan	2	igaza	igaza-n	N.SG-ON+ESS
hülyéskedsz	2	hülyéskedik	hülyésked-sz	V-IND.PRS.INDF.2.SG.asz
kosárnak	1	kosár	kosár-nak	N.SG-DAT.SG
előbbre	1	előbb	előbb-re	előbb-ON+ALL
mondják	3	mond	mond-ják	V-IND.PRS.DEF.3.PL
agyika	1	agyi	agyi-k-a	ADJ.SG-PL-PSS3S
ceruza	19	ceruza	ceruza	N.NOM.SG
györike	1	györ	györ-ik-e	györ-PSS3P.PL-PSS3S
egérkéhez	1	egér	egér-k-é-hez	N.NOM-PL-PSS4S-AT+ALL
guggolnak	1	gugg	gugg-ol-nak	gugg-IND.PRS.INDF.2.SG.Ol-DAT
ess	18	ess	ess	N.NOM.SG
jók	21	jó	jó-k	N.NOM-PL
szerbusz	1	szerbu	szerbu-sz	szerbu-IND.PRS.INDF.2.SG.asz
beszél	39	beszél	beszél	V.IND.PRS.INDF.3.SG
pályát	7	pálya	pálya-t	N.SG-ACC
keresi	9	keres	keres-i	V-IND.PRS.DEF.3.SG.i
orrot	1	orr	orr-ot	N.SG-ACC
cukorral	1	cukor	cukor-val	N.SG-INST
megveszi	1	megvesz	megvesz-i	V-IND.PRS.DEF.3.SG.i
csinos	9	csinos	csinos	ADJ.NOM.SG
legoból	1	lego	lego-ból	lego-IN+ABL
fogadat	1	fog	fog-ad-at	N.SG-PSS2S-ACC
kukánál	1	kuka	kuka-nál	N.SG-AT+ESS
utasok	1	utas	utas-ok	N.NOM-PL
láttátok	1	lát	lát-tátok	V-IND.PST.DEF.2.PL
hallottunk	2	hall	hall-ottunk	V-IND.PST.INDF.1.PL
beküldlek	1	beküld	beküld-lek	V.IND.PRS.INDF.3.SG-IND.PRS.LGSPEC1.1.SG
macikához	1	maciká	maciká-hoz	maciká-AT+ALL
fogomat	1	fog	fog-om-at	V.IND.PRS.INDF.3.SG-PSS1S-ACC
pólók	1	póló	póló-k	N.NOM-PL
megcsavarom	1	megcsavar	megcsavar-om	megcsavar-PSS1S
hosszú	31	hosszú	hosszú	ADJ.NOM.SG
vágódeszka	1	vágódeszka	vágódeszka	N.NOM.SG
rakhatod	2	rak	rak-hat-od	V.IND.PRS.INDF.3.SG-POT-PSS2S
sétára	1	séta	séta-ra	N.SG-ON+ALL
kiszivom	1	kisziv	kisziv-om	kisziv-PSS1S
delfinnél	1	delfin	delfin-nél	N.SG-AT+ESS
földugjuk	1	földug	földug-juk	földug-PSS3P
oldalnak	1	oldal	oldal-nak	N.SG-DAT.SG
gyercsi	1	gyercs	gyercs-i	gyercs-PSS3S.PL
visszaadom	9	visszaad	visszaad-om	V-IND.PRS.DEF.1.SG
fölébredtek	2	fölébr	fölébr-ed-tek	fölébr-PSS2S-IND.PST.INDF.3.PL
edénybe	5	edény	edény-be	N.SG-IN+ALL
veszni	2	vész	vész-ni	V-NFIN
melléöntöd	1	mell	mell-é-ön-t-öd	N.NOM-PSS4S-ON+ESS-ACC-IND.PRS.DEF.2.SG
szádat	6	száj	száj-d-at	N.SG-PSS2S-ACC
királynövel	1	királynö	királynö-vel	királynö-INST
füles	7	füles	füles	N.NOM.SG
komédia	1	komédia	komédia	N.NOM.SG
bekapcsolni	12	bekapcsol	bekapcsol-ni	V-NFIN
haragszol	3	haragszik	haragsz-ol	V-IND.PRS.INDF.2.SG.Ol
pályának	2	pálya	pálya-nak	N.SG-DAT.SG
kapcsolják	1	kapcsol	kapcsol-ják	V-IND.PRS.DEF.3.PL
mértük	2	mér	mér-tük	V-IND.PST.DEF.1.PL
tanitsd	2	tanits	tanits-d	tanits-PSS2S
majmocskák	1	majmocská	majmocská-k	majmocská-PL
nyakába	2	nyak	nyak-a-ba	N.SG-PSS3S-IN+ALL
szóltam	1	szól	szól-tam	V-IND.PST.INDF.1.SG
harisnyádat	1	harisnyá	harisnyá-d-at	harisnyá-PSS2S-ACC
puszikák	1	pusziká	pusziká-k	pusziká-PL
kiskendddel	1	kis	kis-k-en-d-d-d-el	ADJ.NOM.SG-PL-ON+ESS-PSS2S-PSS2S-PSS2S-IND.PRS.INDF.2.SG.Ol
haragszom	5	harag	harag-sz-om	N.NOM-IND.PRS.INDF.2.SG.asz-PSS1S
mutatja	3	mutat	mutat-ja	V-IND.PRS.DEF.3.SG
fektette	1	fektet	fektet-te	V-IND.PST.DEF.3.SG
csipeszeidet	2	csipesz	csipesz-eid-et	N.NOM-PSS2S.PL-ACC
marcsi	9	marcs	marcs-i	marcs-PSS3S.PL
zolinak	29	zoli	zoli-nak	N.SG-DAT.SG
megsózod	3	megsóz	megsóz-od	megsóz-PSS2S
fölállsz	1	föláll	föláll-sz	föláll-IND.PRS.INDF.2.SG.asz
szállítanak	1	szállít	szállít-anak	V-IND.PRS.INDF.3.PL
induljon	4	indul	indul-jon	V-SBJV.PRS.INDF.3.SG
zsebed	12	zseb	zseb-ed	N.NOM-PSS2S.SG
lyukból	2	lyuk	lyuk-ból	N.SG-IN+ABL
hármat	1	három	három-at	N.SG-ACC
könyvecskében	1	könyvecske	könyvecske-ben	N.SG-IN+ESS
bolha	9	bolha	bolha	N.NOM.SG
eltörik	14	eltör	eltör-ik	V-IND.PRS.DEF.3.PL.ik
engedni	1	enged	enged-ni	V-NFIN
égnek	1	ég	ég-nek	N.SG-DAT.SG
mulatság	1	mulatság	mulatság	N.NOM.SG
visszaültessük	1	visszaültess	visszaültess-ük	visszaültess-PSS3P
barackért	1	barack	barack-ért	N.SG-PRP
béroda	1	bér	bér-od-a	N.NOM-PSS2S-PSS3S
világítok	2	világít	világít-ok	V-IND.PRS.INDF.1.SG
függönynél	1	függöny	függöny-nél	N.SG-AT+ESS
válaszol	1	válaszol	válaszol	V.IND.PRS.INDF.3.SG
levesz	1	levesz	levesz	V.IND.PRS.INDF.3.SG
bábuval	2	bábu	bábu-val	N.SG-INST
kanyarog	3	kanyarog	kanyarog	V.IND.PRS.INDF.3.SG
józsi	4	józsi	józsi	N.NOM.SG
állsz	1	áll	áll-sz	V-IND.PRS.INDF.2.SG.asz
ügyes	192	ügyes	ügyes	ADJ.NOM.SG
üzletbe	1	üzlet	üzlet-be	N.SG-IN+ALL
megáll	6	megáll	megáll	V.IND.PRS.INDF.3.SG
papucsai	2	papucs	papucs-ai	N.NOM-PSS3S.PL
odaadjuk	3	odaad	odaad-juk	V-IND.PRS.DEF.1.PL
vihogi	1	vihog	vihog-i	V.IND.PRS.INDF.3.SG-PSS3S.PL
dunán	2	duna	duna-n	N.SG-ON+ESS
vigyázom	2	vigyáz	vigyáz-om	V-IND.PRS.DEF.1.SG
beszédét	1	beszéd	beszéd-é-t	N.NOM-PSS4S-ACC
helyünk	3	hely	hely-ünk	N.NOM-PSS1P.SG
talicska	16	talicska	talicska	N.NOM.SG
fested	1	fest	fest-ed	V-IND.PRS.DEF.2.SG
fölmászok	1	fölmá	fölmá-sz-ok	fölmá-IND.PRS.INDF.2.SG.asz-PL
voltde	1	volt	volt-d-e	N.NOM-PSS2S-PSS3S
malachinta	2	malach	malach-i-n-ta	malach-PSS3S.PL-ON+ESS-IND.PST.DEF.3.SG
cukor	6	cukor	cukor	N.NOM.SG
babarból	2	babar	babar-ból	babar-IN+ABL
veszitek	2	vesz	vesz-itek	V-IND.PRS.DEF.2.PL
vidéket	1	vidék	vidék-et	N.SG-ACC
körtét	7	körte	körte-t	N.SG-ACC
mutassuk	1	mutat	mutat-juk	V-SBJV.PRS.DEF.1.PL
ágyikód	1	ágy	ágy-ik-ó-d	N.NOM-PSS3P.PL-V.PTCP.PRS-PSS2S
utaznak	6	utazik	utaz-nak	V-IND.PRS.INDF.3.PL
eldobtattál	1	eldob	eldob-ta-ttál	V.IND.PRS.INDF.3.SG-IND.PST.DEF.3.SG-IND.PST.INDF.2.SG
eldönti	2	eldönt	eldönt-i	V-IND.PRS.DEF.3.SG.i
tál	2	tál	tál	N.NOM.SG
tavaszon	2	tavasz	tavasz-on	N.SG-ON+ESS
vízben	7	víz	víz-ben	N.SG-IN+ESS
festek	4	fest	fest-ek	V-IND.PRS.INDF.1.SG
padhoz	1	pad	pad-hoz	N.SG-AT+ALL
doktornéni	1	doktor	doktor-né-ni	N.NOM-COND.PRS.DEF.3.SG-NFIN
vittem	3	visz	visz-ttem	V-IND.PST.INDF.1.SG
festékgombon	1	festékgomb	festékgomb-on	festékgomb-ON+ESS
had	7	had	had	N.NOM.SG
motorost	1	motoros	motoros-t	motoros-ACC
másiknak	5	más	más-ik-nak	ADJ.NOM.SG-PSS3P.PL-DAT
fölugrunk	1	fölugr	fölugr-unk	fölugr-PSS1P
teszek	10	tesz	tesz-ek	V-IND.PRS.INDF.1.SG
gazdájuk	11	gazda	gazda-juk	N.NOM-PSS3P.SG
festék	5	fest	fest-é-k	V.IND.PRS.INDF.3.SG-PSS4S-PL
pisi	25	pisi	pisi	N.NOM.SG
símogasd	1	símogas	símogas-d	símogas-PSS2S
piszok	6	piszok	piszok	N.NOM.SG
malacka	5	malac	malac-k-a	ADJ.SG-PL-PSS3S
tudjon	8	tud	tud-jon	V-SBJV.PRS.INDF.3.SG
ebédelt	3	ebédel	ebédel-t	V-IND.PST.INDF.3.SG
fogadom	1	fogad	fogad-om	V-IND.PRS.DEF.1.SG
rókaházba	1	rókaház	rókaház-ba	rókaház-IN+ALL
építsen	2	épít	épít-jen	V-SBJV.PRS.INDF.3.SG
festéken	1	fest	fest-é-k-en	V.IND.PRS.INDF.3.SG-PSS4S-PL-ON+ESS
ajtaja	4	ajtó	ajtó-ja	N.NOM-PSS3S.SG
hangulatod	1	hangulat	hangulat-od	N.NOM-PSS2S.SG
csikilik	1	csikil	csikil-ik	csikil-PSS3P.PL
paradicsomot	4	paradicsom	paradicsom-ot	N.SG-ACC
kivigyük	1	kivisz	kivisz-jük	V-SBJV.PRS.DEF.1.PL
traktort	14	traktor	traktor-t	N.SG-ACC
laktunk	2	lakta	lakta-unk	N.NOM-PSS1P.SG
levet	1	lé	lé-et	N.SG-ACC
fogni	15	fog	fog-ni	V-NFIN
lelövöd	3	lelő	lelő-öd	V-IND.PRS.DEF.2.SG
magnót	42	magnó	magnó-t	N.SG-ACC
gondoltam	5	gondol	gondol-tam	V-IND.PST.INDF.1.SG
ágyba	36	ágy	ágy-ba	N.SG-IN+ALL
kavarni	3	kavar	kavar-ni	V-NFIN
nyomjuk	4	nyom	nyom-juk	V-IND.PRS.DEF.1.PL
láttalak	4	lát	lát-talak	V-IND.PST.LGSPEC1.1.SG
forró	48	forr	forr-ó	V-V.PTCP.PRS
káposzta	9	káposzta	káposzta	N.NOM.SG
épüljön	1	épül	épül-jön	V-SBJV.PRS.INDF.3.SG
egyébként	3	egyéb	egyéb-ként	egyéb-FRML
popsid	6	popsi	popsi-d	N.NOM-PSS2S.SG
körül	1	kör	kör-ül	N.NOM-BYWAY
nyulat	2	nyúl	nyúl-at	N.SG-ACC
józsefné	1	józsef	józsef-né	józsef-COND.PRS.DEF.3.SG
taknyod	2	takony	takony-od	N.NOM-PSS2S.SG
legynek	1	legy	legy-nek	legy-DAT
vágja	1	vág	vág-ja	V-IND.PRS.DEF.3.SG
elvittem	1	elvi	elvi-ttem	ADJ.SG-IND.PST.DEF.1.SG
vizen	4	vize	vize-n	N.SG-ON+ESS
anyuéknak	1	anyu	anyu-é-k-nak	N.NOM-PSS4S-PL-DAT
mint	79	m	m-i-n-t	N.NOM-PSS3S.PL-ON+ESS-ACC
gombolva	1	gomb	gomb-ol-va	N.NOM-IND.PRS.INDF.2.SG.Ol-V.CVB
kávéja	1	kávé	kávé-ja	N.NOM-PSS3S.SG
elmeséljük	6	elmesél	elmesél-jük	elmesél-PSS3P
tegyem	15	tesz	tesz-jem	V-SBJV.PRS.DEF.1.SG
festményt	1	festmény	festmény-t	N.SG-ACC
városerdőn	1	városer	városer-d-ő-n	városer-PSS2S-V.PTCP.PRS-ON+ESS
öregek	1	öreg	öreg-ek	N.NOM-PL
kastélyba	1	kastély	kastély-ba	N.SG-IN+ALL
számolok	5	számol	számol-ok	V-IND.PRS.INDF.1.SG
letegyük	1	letesz	letesz-jük	V-SBJV.PRS.DEF.1.PL
gombolni	1	gomb	gomb-ol-ni	N.NOM-IND.PRS.INDF.2.SG.Ol-NFIN
belvárosba	1	belváros	belváros-ba	N.SG-IN+ALL
összerakjuk	11	összerak	összerak-juk	V-IND.PRS.DEF.1.PL
csúszdát	3	csúszda	csúszda-t	N.SG-ACC
kisbabáját	2	kisbabájá	kisbabájá-t	kisbabájá-ACC
sálba	1	sál	sál-ba	N.SG-IN+ALL
kezdeni	1	kezd	kezd-eni	V-NFIN
apukával	1	apuká	apuká-val	apuká-INST
anyucít	1	anyucí	anyucí-t	anyucí-ACC
fejecskéd	1	fejecs	fejecs-k-é-d	fejecs-PL-PSS4S-PSS2S
belenézni	1	belenéz	belenéz-ni	belenéz-NFIN
csiklandozzam	1	csiklandozz	csiklandozz-am	csiklandozz-PSS1S.SG
parton	3	part	part-on	N.SG-ON+ESS
világéknál	1	világ	világ-é-k-nál	N.NOM-PSS4S-PL-AT+ESS
rontsuk	4	ront	ront-juk	V-SBJV.PRS.DEF.1.PL
bekenheted	2	bekenh	bekenh-e-ted	bekenh-PSS3S-IND.PST.DEF.2.SG
pattingassak	1	pattingass	pattingass-ak	pattingass-PL
bébé	1	béb	béb-é	béb-PSS4S
elfelejteni	1	elfelejt	elfelejt-eni	V-NFIN
ujjuj	2	ujju	ujju-j	ujju-SBJV.PRS.INDF.2.SG
szúrd	5	szúr	szúr-d	V-SBJV.PRS.DEF.2.SG
babacskám	1	babacská	babacská-m	babacská-PSS1S
berendezni	1	berendez	berendez-ni	V-NFIN
megvered	2	megver	megver-ed	V-IND.PRS.DEF.2.SG
melyikben	1	mely	mely-ik-ben	mely-PSS3P.PL-IN+ESS
aszámba	1	aszá	aszá-m-ba	aszá-PSS1S-IN+ALL
fenekén	1	fene	fene-k-é-n	N.NOM-PL-PSS4S-ON+ESS
megengedem	6	megenged	megenged-em	V-IND.PRS.DEF.1.SG
anyucinak	3	anyuc	anyuc-i-nak	anyuc-PSS3S.PL-DAT
hoz	26	hoz	hoz	V.IND.PRS.INDF.3.SG
elején	2	eleje	eleje-n	N.SG-ON+ESS
jöttem	7	jön	jön-ttem	V-IND.PST.INDF.1.SG
kosár	10	kosár	kosár	N.NOM.SG
törölni	5	töröl	töröl-ni	V-NFIN
popóját	1	popójá	popójá-t	popójá-ACC
csináljon	20	csinál	csinál-jon	V-SBJV.PRS.INDF.3.SG
hajkefe	2	hajkefe	hajkefe	N.NOM.SG
fölállítjuk	2	fölállí	fölállí-t-juk	fölállí-ACC-PSS3P
házikódat	1	házikó	házikó-d-at	N.NOM-PSS2S-ACC
szab	1	szab	szab	V.IND.PRS.INDF.3.SG
pankáé	3	panká	panká-é	panká-PSS4S
nézzem	67	néz	néz-jem	V-SBJV.PRS.DEF.1.SG
elvigyük	3	elvigy	elvigy-ük	elvigy-PSS3P
telefonáljon	1	telefonál	telefonál-jon	V-SBJV.PRS.INDF.3.SG
kockát	52	kocka	kocka-t	N.SG-ACC
szomorúak	2	szomorú	szomorú-ak	ADJ.NOM-PL
üzletet	1	üzlet	üzlet-et	N.SG-ACC
eszkimópuszit	1	eszkimópu	eszkimópu-sz-i-t	eszkimópu-IND.PRS.INDF.2.SG.asz-PSS3S.PL-ACC
alvóhelye	1	alvóhely	alvóhely-e	alvóhely-PSS3S
mondták	3	mond	mond-ták	V-IND.PST.DEF.3.PL
boltomba	1	bolt	bolt-om-ba	N.NOM-PSS1S-IN+ALL
kirakjuk	1	kirak	kirak-juk	V-IND.PRS.DEF.1.PL
majmok	14	majom	majom-ok	N.NOM-PL
hozzám	13	hozzá	hozzá-m	hozzá-PSS1S
lakásban	1	lakás	lakás-ban	N.SG-IN+ESS
hátamat	1	háta	háta-m-at	N.SG-PSS1S-ACC
megkeresni	14	megkeres	megkeres-ni	V-NFIN
lopják	1	lop	lop-ják	V-IND.PRS.DEF.3.PL
autókat	3	autó	autó-k-at	N.NOM-PL-ACC
bírtam	1	bír	bír-tam	V-IND.PST.INDF.1.SG
fölvágják	1	fölvág	fölvág-ják	fölvág-SBJV.PRS.DEF.3.PL
elmehetünk	1	elmeh	elmeh-e-tünk	elmeh-PSS3S-IND.PST.INDF.1.PL
fölülre	1	fölül	fölül-re	V.IND.PRS.INDF.3.SG-ON+ALL
megvan	32	meg	meg-va-n	meg-V.CVB-ON+ESS
barnabácsitól	1	barnabács	barnabács-i-tól	barnabács-PSS3S.PL-AT+ABL
fölforgatta	1	fölforg	fölforg-a-tta	fölforg-PSS3S-IND.PST.DEF.3.SG
okozott	1	okoz	okoz-ott	V-IND.PST.INDF.3.SG
rendezzük	1	rendez	rendez-jük	V-IND.PRS.DEF.1.PL
könyvből	2	könyv	könyv-ből	N.SG-IN+ABL
hívni	4	hív	hív-ni	V-NFIN
katicabogár	1	katicabogár	katicabogár	N.NOM.SG
visszapörgetni	1	visszapörg	visszapörg-et-ni	visszapörg-ACC-NFIN
mintete	1	m	m-i-n-te-te	N.NOM-PSS3S.PL-ON+ESS-IND.PST.DEF.3.SG-IND.PST.DEF.3.SG
szúnyog	14	szúnyog	szúnyog	N.NOM.SG
állomás	7	állomás	állomás	N.NOM.SG
addidem	1	ad	ad-d-id-em	V.IND.PRS.INDF.3.SG-PSS2S-PSS2S.PL-PSS1S
tévébe	2	tévé	tévé-be	N.SG-IN+ALL
virágját	2	virágjá	virágjá-t	virágjá-ACC
kötve	14	köt	köt-ve	V-V.CVB
ebédeltél	1	ebédel	ebédel-tél	V-IND.PST.INDF.2.SG
dódítta	1	dódí	dódí-tta	dódí-IND.PST.DEF.3.SG
gyurmát	3	gyurmá	gyurmá-t	gyurmá-ACC
hazamegyünk	1	hazamegy	hazamegy-ünk	hazamegy-PSS1P
probáitál	1	probá	probá-i-tál	probá-PSS3S.PL-IND.PST.INDF.2.SG
konyhája	2	konyha	konyha-ja	N.NOM-PSS3S.SG
elefánt	41	elefánt	elefánt	N.NOM.SG
hoztam	38	hoz	hoz-tam	V-IND.PST.INDF.1.SG
boritott	1	bor	bor-i-t-ott	N.NOM-PSS3S.PL-ACC-V.PTCP.PST
lőrinccel	5	lőrincc	lőrincc-el	lőrincc-IND.PRS.INDF.2.SG.Ol
téglát	1	tégla	tégla-t	N.SG-ACC
elmúlt	1	elmúlik	elmúl-t	V-IND.PST.INDF.3.SG
mozog	27	mozog	mozog	V.IND.PRS.INDF.3.SG
csinálsz	256	csinál	csinál-sz	V-IND.PRS.INDF.2.SG.asz
végül	4	vég	vég-ül	N.SG-BYWAY
temetöbe	3	temetö	temetö-be	temetö-IN+ALL
zsebében	2	zseb	zseb-é-ben	N.NOM-PSS4S-IN+ESS
harapol	1	harap	harap-ol	V.IND.PRS.INDF.3.SG-IND.PRS.INDF.2.SG.Ol
tea	10	tea	tea	N.NOM.SG
szappanozd	1	szappanoz	szappanoz-d	V-SBJV.PRS.DEF.2.SG
számoltam	1	számol	számol-tam	V-IND.PST.INDF.1.SG
mamáék	1	mamá	mamá-é-k	mamá-PSS4S-PL
ment	105	megy	megy-t	V-IND.PST.INDF.3.SG
hasa	49	hasa	hasa	N.NOM.SG
