Word,Frequency
megettél,15
megfogta,7
jár,15
kocsik,2
mehetnek,2
összeromboltam,2
csináltal,1
teleraktam,1
kocsit,16
igazán,6
dongó,3
dongö,1
dongót,1
alá,11
dongókát,1
emeletes,9
házamat,3
szedtél,1
rombolni,1
kertes,1
elrontani,3
patika,1
kalapáltam,1
kalapácsolok,3
ta,8
kalapál,2
kalapácsa,1
hangos,6
összekalapálom,1
kalapácstál,1
akalapács,1
ruszi,1
csavarni,1
csvarhüzó,1
csvarhúzó,1
visszamész,3
kalapálj,2
kalapálok,1
kalapácsolni,4
törjen,1
eltörni,3
dobalni,1
kala,1
kalapáccsal,3
kalapálni,3
les,1
kalapálsz,2
emelets,1
adjak,13
vegyen,4
szemetes,1
anyucim,1
ka,11
tárcsázok,1
fölmennek,2
tette,5
Moncsi,293
Zoli,563
eldól,1
csoda,2
gyerekekhez,1
labdázunk,8
iit,1
köszonöm,1
egeret,19
földalattit,2
találtad,8
masik,1
méh,2
megszúr,3
eltünt,3
becsukjuk,4
csukjuk,7
becsukni,8
állitva,1
reggelizni,5
halacskádat,1
alszunk,17
párna,27
párnád,2
forma,2
dalami,1
kopog,8
kinyitjuk,7
ajtot,1
táncolni,14
Evikehez,2
bogy,1
tányéron,1
etted,3
türelmetlen,1
Dorcsi,3
öntötte,1
megtürült,1
orracskáját,1
szalvétával,1
süt,12
nap,18
várjuk,1
olgan,2
veszélyes,4
lapátot,2
ásni,1
megvajazom,1
megzsirozom,1
lyukba,9
bogárnak,1
advarba,1
bedobni,3
keressük,25
lyukban,3
elindult,3
megjöttél,3
motoroktól,2
bajuszával,1
kalapácsod,4
valamely,1
apukája,8
Moncsinak,17
elviszik,4
megtalálni,4
nin,6
dolgozunk,6
tíed,1
kíe,1
Monikáé,6
baracka,3
barácka,2
bárka,1
barack,14
pupa,6
fának,2
kúpja,2
kéményen,2
kéménynél,2
nezz,5
pupák,1
kupa,4
kidobjunk,1
I,81
lemossuk,9
szsppannal,1
szappannal,3
mossuk,24
kezeid,2
feküdjetek,6
réka,22
ess,17
bácsai,1
ep,1
Zólikáé,1
ujuj,5
Zolikáé,26
cumizol,1
elbú,3
elbújt,34
bújt,12
törpebácsi,4
lesett,2
babám,2
paya,1
ugrál,12
csinal,2
Moncsihoz,2
Zolihoz,2
elaludt,3
kakas,16
kakis,9
bakis,1
kakig,1
ejszakát,2
huzd,4
lábadat,20
ezjó,1
levesszünk,1
csücsüli,1
csücsülj,15
Zolikát,4
bacsi,2
Zolika,75
takag,2
takaróval,2
csüccs,28
csüccsülj,11
macika,11
Moni,60
estét,3
z,3
dugva,3
elbújni,12
nyelved,2
nyelvét,2
húzd,31
fölállt,2
barátom,8
Zolfkáé,1
hívjuk,2
Mickey,3
bujjünk,1
nézzünk,17
egérkét,10
éni,3
köszöni,1
csokolom,1
puszikát,2
szerintem,34
adott,7
ujjamnak,1
puszilom,1
katyus,1
dugd,25
Moncsikát,1
nevet,3
bír,3
kerékeket,1
várjátok,6
milyne,2
színü,6
zold,1
monod,1
éves,21
narancs,6
pü,2
szedd,21
szedjél,4
Zolikának,14
uccukáé,1
uccugá,1
pistolu,1
papapapapa,3
papapapapapapapapa,1
cserelünk,3
rrrrrrrr,1
brrrrrrrrr,1
repülőgeppel,1
madarat,8
lelöttél,1
tudtál,3
repült,3
mid,3
végén,4
kalapácsom,2
i,6
addidem,1
addiedem,1
kalapcssal,1
dolgozol,3
megmosni,4
labdázok,1
sirjál,2
viszo,1
törülközetek,1
Monié,5
halcska,3
visszatettél,2
törülközöt,2
kezdödött,1
halljuk,8
becsukjük,1
csukva,7
hanyadika,1
majus,2
hetedike,1
téssékl,1
autozik,1
Moncsika,6
piszok,5
halcslát,1
kopogat,5
kívánok,12
kapá,1
kapa,8
kimenni,15
székeket,3
maradjunk,4
latód,1
csüccsüljünk,2
halottád,1
villamot,1
villamlik,1
zöng,1
halottad,5
tehérautó,3
alj,1
o,44
aut,1
nézza,1
villámlik,3
vízes,3
fázom,1
jöttek,7
madarak,6
auzunk,1
maradjátok,4
hajom,1
Moncsikám,13
ágyikót,9
jpo,1
tépd,9
egérnek,9
virágert,1
bedobtád,1
adtad,4
kinke,1
beszéljetek,2
fogtam,1
leültél,3
Zolié,34
é,18
együnk,6
ed,2
d,1
kert,3
kertben,6
akertben,1
puskat,1
macival,18
ajtónál,1
tornázik,2
táncol,9
táncolok,1
tornázok,1
tornázom,1
táncoltam,1
cinsált,1
leült,1
hintából,1
megütött,1
hintával,1
megjött,6
agyika,1
idejönnek,1
pok,18
ezpok,1
pokra,3
poka,1
pokat,1
ceruza,10
néníé,1
megtaláltad,10
ceruzát,9
szabadenni,1
papirost,1
köpd,5
hányadika,1
hatadika,1
cask,1
kötenyt,2
rékám,1
kötenye,1
kockával,2
bol,5
állni,1
tisztába,6
bácsika,5
játszott,4
anyucival,7
mackót,8
ágyikó,16
megcsinál,1
papucsod,24
íg,1
leül,4
macinak,11
iszik,10
rajtá,1
harapni,2
egérkém,5
segitsd,2
vaúgyere,1
elbújok,10
siesd,2
bujunk,1
bújunk,1
idement,1
rékának,1
rekának,1
begombolni,1
Marcsi,9
söpörget,2
házikóban,3
gyomrában,2
homokkal,2
szemet,3
vissze,1
nezzük,1
vödröd,2
kicsim,6
meked,2
kiflit,10
rolám,1
sütit,23
elem,3
sírnak,3
kezemet,7
bantsd,1
Moncsit,10
másikban,1
homö,1
szebben,4
házban,16
labdával,7
házba,14
rádióhoz,2
anyucihoz,6
magnóhoz,2
magnó,48
megetted,5
érek,1
túl,12
puská,4
bacse,1
kérez,1
Jozsika,1
puskádat,2
mitól,1
tornától,1
papucsa,6
Zolinak,28
beked,1
Moncsié,29
veszekedjetek,7
verekedtek,1
puskázol,1
összeveszekedjetek,1
egymással,3
eltört,7
vere,1
puskákat,1
cipőd,4
ahalacska,1
halacskának,1
islátom,1
ahah,7
papuccsal,3
ágyó,1
ágyikód,1
Zolikám,25
elhúztad,2
takaróját,1
takaróka,1
vennit,1
tornázol,1
cumizd,1
virágokat,6
apuskád,1
olt,1
Moncsival,9
veszekedj,3
bánt,8
kopogott,9
kip,7
kop,10
egéré,1
égéré,1
egére,1
belebújtam,2
belebújtál,1
eg,1
verekedni,3
verekedünk,1
Moninak,8
kezeket,2
segítsek,17
sétálnim,1
sétálni,57
hucó,1
húzom,2
magasahb,1
Moncginak,1
osztani,1
kéri,10
eqérke,1
amásik,1
zölde,1
kékek,1
fürdöszobába,2
tessgk,1
éz,2
gól,4
golt,1
Jozsikának,1
Dorcsikám,1
bajod,9
kalapod,8
focizzunk,2
rugd,2
mostolyan,1
eltörött,7
labdában,1
menkél,1
szíves,34
pinocchio,2
tücsök,3
kóma,18
kómának,1
kezében,11
esernyó,1
kérdeztem,6
süttöny,1
ös,1
pöttyös,12
eltéptem,3
homokod,1
tehérautót,1
csürög,2
táskámban,2
ding,7
Józsikának,7
Jozsinak,2
Jzósikának,1
pisiltél,7
Józsinak,1
kikapott,2
kikapta,1
jözsi,1
ebból,1
kcis,1
focizni,2
rékát,1
biciklikhez,1
bácsin,1
bangya,1
Zolira,1
maradunk,2
dolgozni,19
apukával,1
talicskával,1
biciklinek,2
Tundi,1
attól,10
fél,16
lyukas,8
lyukos,2
körbe,37
törpét,4
dere,8
tabá,1
kövér,5
Moncsitől,3
Zolitól,4
alacsá,1
szél,27
Moncai,1
megg,1
úgyé,1
lemenni,3
kérm,3
ugrunk,1
kormányt,2
kórmány,1
mangó,14
elé,3
füstöl,13
kormányok,1
brrm,2
pi,5
kopogjuk,1
kopogni,2
Zoliká,5
kalapácsolj,1
meleget,1
lecsöpp,2
nénié,10
ala,31
teggünk,1
halacskára,1
száritsük,1
szárítsuk,1
törüljünk,1
Zolikáis,3
Monssi,1
szük,2
csu,6
ádi,5
hikamaka,2
kimegyünk,6
szóbába,12
pihenjük,2
pihenni,7
pihenek,1
elbújik,19
hóppá,1
ugrolj,1
hoppáá,1
hóp,1
idd,3
törülközünk,1
törülközzünk,2
eldobott,1
illa,7
madárkám,1
oá,1
odá,2
kenyérrel,1
kenyért,3
ú,41
dá,2
bajuszod,1
mada,1
madaka,1
alló,3
dolgoznak,8
énekel,9
menjlüunk,1
bácsikát,1
nicsen,1
óppá,1
ado,5
kinyitja,5
szóba,2
lemenjünk,1
lejössz,4
egyi,3
ea,2
aszta,1
oppá,13
ojojoj,1
agyi,1
agyá,1
lecsücsülünk,4
dombon,2
lecsücsülunk,1
vegyünk,12
fejet,5
tábla,2
almával,2
ama,1
málna,1
ho,5
szőlő,6
tánkó,3
atankó,1
ugy,3
tép,2
negegyszer,1
megegyszer,2
kértek,7
cukorka,1
kaptok,3
délben,1
tevusz,2
cukorcskát,1
labdázzunk,3
megtaláltunk,3
karikákat,4
vegy,1
papucs,33
lyukból,1
férek,5
eér,3
segítsd,3
gyereki,1
kutyust,13
ültél,4
repül,19
nálam,7
repülni,8
felhő,2
bebúj,2
repülsz,2
bekötlek,1
dobjál,1
dob,2
hová,31
odamászni,1
mesz,1
bírod,5
mászd,1
parnát,1
dobott,1
bein,1
gyönyörű,55
tekercske,3
tekercs,2
fölveszem,6
mango,1
magno,1
mongo,2
mangók,1
nyomják,2
látód,1
verekedjétek,1
tunya,2
á,30
Zolikém,8
használni,9
apukához,1
ká,5
kocsinak,1
ató,1
vegyék,1
idejössz,2
teacskát,2
parancsolni,3
lassán,1
melegen,1
klass,1
napsütés,1
szívesen,17
egészségedre,5
színű,23
cseréljük,2
ényé,1
enyed,1
Zó,3
enyé,2
dudu,9
neme,6
odatenni,3
üljön,24
tegyü,1
csap,4
vízcsap,3
víz,43
tjapa,1
idemosni,1
víztől,1
mossa,3
megmosok,1
énya,1
da,3
dada,4
áhá,2
szárítsd,1
papu,5
törülköző,5
használj,1
száritsd,5
szárítani,1
ném,1
táncolsz,1
becsukta,5
orra,21
bújik,6
bisztos,16
cserélni,7
nadrágot,16
halácskát,1
ányuci,1
elbújsz,6
Mancsi,1
jujujuj,4
motorozni,14
dápa,1
bell,3
ideadni,2
kocsiban,4
halaaskát,1
dududu,1
hózni,7
do,6
elbúkt,1
bácsinál,7
moacsi,1
Andié,10
Andinak,13
as,2
szo,1
Bárna,1
bemutató,1
laktam,1
ná,1
rádiot,3
teggyük,1
működik,3
reméljük,2
obi,1
kekset,3
csák,1
tiem,3
nyugodtan,12
ágya,11
motorozzunk,2
venjünk,1
maradok,5
posti,4
leestél,7
lámpát,14
Bélus,13
köténnyel,1
patikát,1
sütikét,3
sütike,4
süti,12
kösi,1
köténykét,2
Zolcskának,1
Icikát,1
lovacskáját,1
föltesszük,1
rókamokús,1
hamit,14
hozta,12
hamizd,2
hostam,1
zizit,1
begombol,1
nagyszerű,5
sütid,1
keresem,13
anyád,2
esel,4
motorni,1
motorral,8
villamossal,3
udvarra,6
anyucít,1
anyucibál,1
nyomjak,1
égér,1
lyukja,1
kola,3
egérkei,1
rajzoljunk,20
papír,21
papírt,13
rajzoljál,3
cicá,1
cicamica,5
nyaka,13
gye,7
cicámicá,1
rajzoljuk,4
karika,5
tia,1
jóé,1
es,14
hangszóró,1
író,1
írni,11
píros,4
ticcs,1
csokot,5
hívják,28
idejöjjön,2
hívom,2
rókakóma,7
rókatóma,2
rajzoltal,1
kezébec,1
idejönni,4
néz,15
kapod,3
oj,3
idemehet,1
épitjük,2
téka,1
teacská,1
nozi,2
nenen,1
rajzol,9
rajzoljam,2
szica,5
rajzoltam,2
akutya,1
tuta,2
ró,1
rókakómát,2
vásárolni,29
mene,2
halacská,1
kuku,2
ema,1
kissi,1
vissateszem,1
kutyu,2
halacskaz,1
ob,1
odamegyünk,7
Dan,1
nénike,3
gondozónők,1
dolgózók,1
nénik,2
kuka,4
áthozom,1
üljek,8
ü,3
széke,1
rajzoljak,12
addide,3
órra,2
fárka,1
gyercsi,1
gyerki,1
fárkája,1
csacs,2
hól,1
gödörbe,1
gödör,2
vagg,1
lyuk,5
alyuk,1
huslevest,3
húslevest,1
csiccs,16
pusit,1
uku,1
cukorral,1
fejemre,3
fejedbe,1
fejembe,1
félek,15
köténytől,1
televiziót,1
televizió,3
vé,3
agyikóba,1
setálni,1
tánc,1
táncoljunk,2
táncolj,2
autóval,24
odamenjen,2
vezesd,3
kopogass,4
kicsimamához,1
fütöl,1
fütyöl,1
udvarba,4
udvar,1
ebuj,1
any,1
kocsiból,1
ny,1
omd,1
csengő,3
ke,5
benyomja,1
ideülsz,4
ra,7
nevét,1
csicsa,2
újság,11
olvasni,9
pipám,9
pipá,7
pipázni,5
pipa,14
apucidnak,1
pipája,5
apucinak,2
tolla,2
kutyája,5
kutyád,2
engedéljek,1
engedélyek,1
huzzál,1
ticá,2
madárral,1
adi,16
elvitt,2
pisis,4
bábá,4
kinél,5
Bélusnál,1
oitat,1
Zucsika,2
maga,5
tács,1
kicsí,1
ada,2
kórház,3
csinálaz,1
teritőt,2
ágyi,1
párnája,2
alhatsz,1
kergssek,1
keressem,3
né,3
jóbb,1
at,3
csináljan,1
eltépte,5
vírág,2
fürdőszóbában,1
azi,1
füző,1
bújj,19
kocsinál,1
eső,3
úu,1
helyed,7
ci,2
kéményke,1
vigyász,1
totá,1
üljle,1
arrább,1
egyiknak,1
kaparó,1
kaparót,1
essel,1
pápá,8
fognak,8
tollam,3
kpérsz,1
egé,1
ege,2
egérém,1
kutyuskát,1
rajz,7
tollat,6
ír,7
probáld,7
nemitt,1
papírost,1
papíros,5
rajzolsz,19
csunyá,1
elefántot,10
kómát,4
toll,14
tóp,1
to,2
der,1
lepke,4
lepe,2
pillangó,2
üli,1
Jozsi,2
köszönd,4
Jozsit,2
tervu,1
agy,2
wawa,1
vauvau,11
számóljunk,2
bibis,46
sebet,4
sebesült,2
bibi,23
mije,25
lábomon,1
lábomnak,1
stb,3
halljunk,1
ii,2
élég,1
ndjárt,1
mindá,1
jón,1
sás,1
tollacskát,2
zsebedben,5
visszadja,2
fölgyújtom,1
lovacskát,8
gyi,2
mohi,1
rögtön,10
lók,1
lót,1
hózzá,1
nyúlni,2
nyúlsz,2
kukucskáljátok,1
köptél,1
Moncsíé,1
házikódat,1
bácsiavagy,1
kettőnek,1
letegyük,1
pacit,1
visszaadtam,2
elviszam,1
fölkel,6
kukucskálsz,1
kukucskálok,1
Balatonon,6
hajók,1
hagvyál,1
kukucskáltál,2
nathás,1
ujra,1
lázod,1
nagymamánál,1
közepén,3
Balaton,4
közepében,2
nyáraltál,2
fent,7
hegyén,1
mamádnál,2
szésze,21
pingvint,5
pingvin,33
mutassuk,1
amásikat,2
vittem,3
visszadod,3
golyóban,1
szészénak,1
golyója,2
csaksez,1
ket,2
szészek,2
piga,22
sétálnak,5
hintázzunk,4
mikezek,1
diók,2
mégók,1
hintázik,4
lázom,2
elmúlik,1
lázas,6
ezaz,1
kezébe,4
vett,5
tányér,14
ujjára,3
betesztem,1
betettél,2
betesztél,1
betette,1
kezedben,14
odaadod,4
odaad,2
megigérte,1
csésze,17
pipázok,2
pipák,1
tükör,35
tükörök,3
pipázol,2
eltéptjük,1
pipát,5
pipámat,1
kimosom,2
Moncsiét,1
visszem,1
játsszunk,30
ezekkel,10
kivesz,1
takaróban,1
csecsemőbe,2
áááá,3
mögette,1
elkérem,1
ágyikóva,1
pipázunk,1
segítlek,1
apapucsot,1
mackó,25
hagyunk,6
cicust,2
labdák,1
tehén,20
tehenke,1
tejecske,2
tehen,1
csecsemőnek,4
cumija,5
vigyáz,5
gal,30
cumiját,3
megfog,1
csokold,1
csokolni,1
dadadada,1
félünk,5
boltba,12
góp,1
kutyustól,1
galamb,1
galok,3
kulcs,4
kulcsomat,1
szekrénybe,11
asztán,1
bezártam,2
kulccsal,6
jöhetnek,2
csunyák,1
galambok,3
könyvek,5
kitépni,2
olvasol,9
olvasd,2
abcd,1
betü,2
elalszol,1
visszadom,1
elalszott,3
repülők,2
betük,1
polcra,4
apucid,1
szokott,38
firág,2
rág,25
leveszik,1
papucsunk,1
kockázni,1
visszük,10
bannak,1
többiek,8
nincsenek,6
papucsainkat,1
szönyegre,1
csüccsülünk,1
bírom,1
vécére,7
párja,24
visszaadni,3
alzsik,1
pereg,4
akutyust,1
magnóra,8
csere,1
teszek,4
törpebácsit,3
levesz,1
bezárom,4
bezárni,5
duda,1
apucival,3
ásik,1
ébes,1
fülét,4
székedet,2
úg,1
köszönön,1
rendőr,2
vagyéh,1
éri,2
mostnem,1
ittvan,1
igén,1
idemegyünk,1
leesél,1
mennyire,2
dao,1
mögötte,5
Zolinál,2
va,2
n,1
auwa,1
eném,3
nó,2
álmotokat,1
kettőn,1
bácsíé,1
ényá,1
ányu,1
adjátok,3
anu,9
elbujsz,1
bújátok,1
yeyeye,1
ye,2
ge,1
óó,7
ninin,1
öledbe,3
odamenjünk,3
elveszünk,1
mamához,7
letenni,4
senkié,2
elbuj,1
nába,1
Moncsikának,1
autód,4
adza,1
aza,2
kezetmosni,1
uhuh,1
éu,1
halkan,12
Moncs,2
ké,2
íz,1
vízet,1
pin,1
vizünk,1
törülközni,1
törül,1
zni,1
aiyá,1
törülközőt,3
Monikám,2
Barti,1
akasztd,2
adoa,1
lámpá,2
madárt,1
ölembe,10
kabáttal,1
pírát,1
kabáttos,1
kabátos,1
épület,4
fó,1
szájad,1
nyelv,1
arcad,1
apácák,1
néné,1
feketék,2
fet,1
anyi,1
szóbában,1
eme,1
hide,1
du,3
piszkosé,1
begombva,1
terrász,1
nénikhez,1
ajajaj,1
vigyázztok,2
anya,58
té,1
leejted,1
csillag,6
eve,2
leveszünk,1
banda,1
visszaadjuk,2
igyázködjön,1
rókás,1
rádiohoz,2
menjük,1
Moncsikém,1
mégetted,1
bummm,2
mé,2
idemászol,1
bírtam,1
énekélj,1
énekelj,1
énekelek,4
éne,1
pipázik,1
pipe,2
pipázom,2
pipával,1
adís,1
mema,2
mentő,1
Eva,4
mo,8
kérdezte,2
ujjadra,5
óóó,3
áj,1
ájcsi,11
hapcsi,1
ási,1
papucsomat,3
kerem,1
papucsomtalan,1
Ella,2
ella,1
ila,7
attila,2
tégnap,1
fárkát,1
mokúskát,1
szólj,6
eldalolni,1
mokuska,1
siess,3
orvosháznál,1
husikát,20
húsikát,1
szalonnát,1
ágyra,13
munkám,1
ia,1
visszatedd,1
helyére,11
szerelem,1
bög,3
szólt,2
voltunk,13
játszottunk,6
ütött,1
Zoll,1
reggeli,7
vendégek,3
fülem,1
mászel,1
melyikeket,1
zoknimat,2
zoknidat,4
zokni,2
okni,1
nokni,4
zoknid,1
mezitlábbal,3
megfázol,11
mezitlabbal,1
rosszálkodni,2
mekem,1
lábomát,1
anika,3
lova,1
gót,1
letettél,1
rosszálkodtál,1
fölhúzni,4
húzni,4
lábbal,1
Zolcsi,4
paplant,3
csomó,10
elgurul,5
pigi,2
szabd,1
elgurulni,5
eltéped,2
küldök,1
küldtem,2
küldöm,2
küldtél,1
küldjél,2
orr,4
orrára,1
eltopta,1
orracskádat,1
orrat,1
ragadva,2
küldd,1
guritsd,2
kicsinak,1
gurítsd,2
Zolihez,1
gurítom,1
belement,5
egyszerre,11
memjen,1
pingvink,2
lovacskától,2
kajom,12
ragadj,2
békébe,3
elrontottad,7
Lili,1
megcsinálta,4
csunyább,3
téptél,1
kivettem,3
bántott,10
családodban,1
Kriszti,6
titi,2
bán,2
odaülök,2
kibújjunk,1
kigombolja,1
tél,3
kigombolod,1
szélt,1
nyitja,4
dolgokat,4
utcan,1
bújjak,1
sietem,1
om,1
haddnézzem,1
kajomom,1
nézzel,1
kajomok,1
terdem,2
terded,2
meggyógyul,5
rádírgumi,2
rágógumi,1
ragd,1
rágd,3
megkarmozod,1
leesnek,1
tetöröl,1
vettük,2
orrad,1
elgurultem,1
fújjál,6
pingvinünk,1
visszadtam,5
éhesek,3
megesznek,2
pingvinek,2
megcsíp,5
bekakilna,1
bekakiltál,1
bekakiltak,1
galnak,2
fogai,3
csun,1
taru,20
taró,1
tarók,1
dobtam,2
repüló,1
kacsám,1
kacsád,2
taruk,1
csüccsü,1
tojás,19
kifolyik,1
zabtojás,1
fükör,26
fükröt,1
esszük,2
tüllö,1
szöllö,1
bajszát,1
elrepülők,1
elrepül,3
odaadta,1
tükörbe,4
törd,5
jöh,1
jegyeket,2
váltani,2
bimbó,5
elviszed,2
puszilta,2
megpuszilta,2
rám,6
megcsfnáltam,1
haggyál,2
fujjál,2
fújj,4
fotélok,1
fotel,2
fotelok,2
azokra,2
fözz,1
elfogyott,7
kanallal,1
háziasszony,2
csinald,1
kakáot,1
apukának,1
fükor,1
kislányvvagy,1
pörög,7
tojást,10
pólyát,1
pólya,2
polya,1
poly,1
pelenka,6
fújd,17
pelenkától,1
plaa,1
szebbet,1
uszták,1
baltát,1
idetedd,1
ideteszek,2
csécse,1
töltsd,1
labórban,2
jobban,22
labórba,1
odalénni,1
bántod,1
öket,3
kabátodat,1
felkelnek,1
levegöre,1
legelőre,1
orracskája,1
rágni,1
kezdött,1
alszanak,9
lovak,1
amig,2
fajó,13
csattannak,1
ezektől,1
bagolyok,1
térdecskéd,1
vesszekedünk,1
oldalákat,1
apucikám,1
elolvasni,1
elolvasom,1
olvasom,2
áhol,1
akinek,4
Krisztinak,1
hívták,4
Pestre,1
mamáék,1
kutyájákat,1
pérde,1
eltép,2
lapokat,1
tépni,2
erőszakos,2
apó,2
kijönnek,1
összeragadtam,1
bújjunk,4
Zolit,4
tudugni,2
majom,20
tata,1
tatát,2
kosár,8
kisfiú,51
száraz,11
tejecskét,6
probáitál,1
oly,2
fölemelsz,1
silek,1
bepisiltem,1
megpisiltem,1
pisiltem,1
kakilni,6
kakilj,1
kakilok,1
izék,1
gvin,3
gó,10
gvinek,1
lábad,27
elbújjuk,1
kari,1
Tü,3
jatszhatsz,1
megiszom,2
rigók,1
bimbók,1
bemászok,1
elvesszük,2
fözzünk,4
játékokkal,3
pakkoljunk,1
lenyom,1
szúrd,5
megszúrtál,1
figyéld,1
csikók,1
majommal,3
mackónak,5
májó,1
beszélt,2
anyukámmal,1
tarcsázol,1
csapot,6
mosakodom,3
mosakodni,1
pisilsz,7
nyuszit,10
párnám,3
küldjem,1
bekaptál,1
Balatonba,1
úszni,2
nézek,2
terrászon,1
Evi,1
visszategyük,2
keksz,3
táska,8
táskád,3
kekszet,2
megvesszünk,1
zajas,1
gép,4
eltör,1
ött,1
bántsuk,3
csípni,1
megcsipni,1
csíp,6
megpusz,1
ilta,1
magamat,1
romániaba,2
mami,2
rajd,1
lefelé,3
fölfelé,5
men,4
letörni,1
fölhúzom,2
kinyissni,1
szal,1
idemegy,2
egértől,1
szünet,1
úgyhogy,13
magnót,32
bemész,3
levegyük,8
mamánál,1
kitörik,1
letesszünk,1
kinyitom,3
lesögörni,1
kellezt,1
fölhuzni,1
ógy,1
párnával,2
lehúzni,4
megpuszilja,2
fordítsunk,1
simogassuk,2
rázzunk,1
perssze,1
akadalya,1
eldobja,3
kezével,4
lapáttal,2
szemétbe,4
beledobta,1
voltde,1
kinött,1
konyhába,11
férjed,1
megijedte,1
eldobtuk,1
mögött,4
barlangba,3
medve,11
lóval,2
fótel,1
bírok,5
megyök,1
barlangbe,2
patak,2
voltal,2
tantón,2
lóvat,1
bántom,2
fénnyel,1
fény,2
vérni,2
megfogod,2
öldebe,1
igazítani,1
megigazítani,2
becsukod,3
csináltatsz,1
szalag,4
fekszünk,1
lefekszik,7
párnán,2
hallgatni,8
csiaáljak,1
fiú,53
kapcsold,13
nézegetni,4
semmivel,1
róngy,1
esetleg,12
egészt,2
ujjadat,3
megvág,1
legurult,5
gurult,1
magnóba,2
újat,1
törölközd,2
odatesszük,3
tanultál,1
ígyál,2
kimosni,2
popázok,1
játszáni,1
rosszálkodott,1
ezze,1
megszállok,1
megkoronázik,1
Pista,2
odateszem,3
törölközni,1
betenni,14
agó,1
ottvan,1
pehén,3
másszatok,1
mosár,2
kepér,3
megmondani,2
gúritó,2
midnjárt,1
felhúzni,4
fölvettem,1
Moncsitól,2
pihannek,1
kavicsot,3
szorják,1
pihennek,1
úm,1
tégla,4
téglát,1
retennek,1
beteszik,2
kocsmába,1
becsukták,1
maradnak,2
bizong,1
leteszlek,1
bacsival,1
karikázni,1
lila,3
kidobott,1
faj,1
talicska,4
szállsz,2
mehettek,1
tatabányára,1
tatabányán,1
beletenni,2
csereljünk,1
péntek,2
vanmindjárt,1
led,1
pirosba,1
ideül,4
forditsd,2
kössünk,1
dudálok,1
jövünk,1
pisilünk,6
Marcsival,1
örülni,4
pisilj,4
kifelé,1
öregem,1
autózzál,2
pimbó,1
elveszik,2
bacsik,1
idetesszük,3
csatolni,1
tehérkocsi,1
traktorral,1
autónkat,2
semmibe,1
kapcsolják,1
csatolják,1
gyárba,2
szekrény,9
ingemet,1
hozzák,2
visszahozzák,2
hozták,1
labdázni,4
kimentem,1
reggelinéni,2
elli,1
kocsikázni,2
halacskázni,1
autozni,1
kicsatoltad,1
megfogom,2
hogg,1
különkülön,1
csinós,2
ér,4
szoritva,2
hintávan,1
repülőtér,1
uzsonna,1
bapi,1
papi,4
szoljátok,1
kockákkal,3
ma,39
csücsüccs,1
etis,3
köszi,3
visszaadta,2
zölikának,1
ele,1
eltépjük,1
összetépjük,1
széttépjük,1
eltépek,2
szalagot,1
törni,3
elténni,1
balacska,1
végyél,1
kérjük,3
lássátok,2
azabad,1
parna,5
szemetek,2
kerese,1
ujj,2
ketto,3
vegyel,1
berúmoda,1
béroda,1
beroda,1
baboda,12
babodák,2
babá,1
szerű,1
bó,4
babu,1
dolgózni,1
audó,4
egg,1
kam,1
zö,3
pír,1
zöldek,3
Moncsinál,1
havat,3
hava,2
wau,3
brrrrrrr,1
durrrr,1
duuuu,1
ójá,1
ója,1
pőr,13
móka,1
áá,3
pőrdek,2
pőrd,1
pór,1
óta,1
ácsi,1
kocsizunk,1
pőrt,1
büsz,1
fölmászol,1
ugrás,1
fölmegyek,1
olan,1
vidám,4
boldog,12
fölmászok,1
bujdosábol,1
í,3
ít,1
pizik,1
pipizik,2
pipiz,3
pipizol,1
pip,23
pipizni,1
elkának,1
gyárban,1
postában,1
postán,1
bélyeg,2
bélyegezni,1
konyhában,5
ecsi,2
kicsiké,1
ideülhetsz,1
meegettél,1
elbújtál,3
adó,4
búj,1
ndá,1
továbbra,1
elbújtam,1
székkel,4
játé,1
fölmaszik,1
báká,1
folmászik,1
tuna,1
dó,1
eltörte,1
adu,1
audu,1
tüsszentem,1
szi,1
ágyá,1
róká,2
csá,5
tüsszentél,1
bújjátok,2
letette,1
ujját,5
lenyomta,1
agyikó,1
ágyikók,1
mazsola,5
disznó,2
acsi,1
ájó,1
ágylkó,1
alu,5
hallottád,1
menjúnk,2
kémenyt,1
füsstöl,1
fűrész,2
fűrésszel,1
bási,1
bálta,4
yátod,1
kak,1
pá,5
kalapácsol,1
szoltál,2
káká,1
eltette,1
fölvenni,8
mókuskának,1
elfelejtettem,2
hoo,1
öltözöbe,2
hózunk,1
lecsüccsülök,2
sírod,1
gondolsz,8
megkeresitek,2
spájzba,4
tessek,2
Józsi,4
nezzetek,1
spájszba,1
kapcsolunk,1
visszakapcsolom,1
vigyáztok,1
cumije,1
nézzitek,1
szájába,3
találtál,4
keressünk,21
márt,2
melegem,1
játszótér,1
nezzém,1
találj,1
megcsip,7
megcsipett,2
náni,1
rozsát,2
szedjünk,3
keritésen,1
gerenda,2
garázsba,2
bici,2
odamegyek,3
kerékpárral,1
kocsija,4
visszamegyek,4
kapocs,1
összetaposni,1
ügye,1
nézegesd,3
betón,5
hegesztü,3
összetapostad,1
álljátok,1
biciklije,3
Józsikáé,2
viggázz,1
idemenjünk,2
hazajöttünk,2
elutaztunk,1
ihatsz,1
mosogatja,1
kicsavarni,7
csöpp,4
visszateszünk,1
pancsi,1
füre,1
