SF	Freq	Lemma	Analysis	Segmentation
tegyük	6	tesz	V-SBJV.PRS.DEF.1.PL	tesz-jük
ülök	9	ül	V-IND.PRS.INDF.1.SG	ül-ök
csinos	2	csinos	ADJ.NOM.SG	csinos
nagyanyám	1	nagyanya	N.NOM-PSS1S.SG	nagyanya-m
nagyanyám	1	nagyanyám	N.NOM.SG	nagyanyám
kiabált	1	kiabál	V-IND.PST.INDF.3.SG	kiabál-t
kiabált	1	kiabál	V-V.PTCP.PST	kiabál-t
összerakjuk	2	összerak	V-IND.PRS.DEF.1.PL	összerak-juk
összerakjuk	2	összerak	V-SBJV.PRS.DEF.1.PL	összerak-juk
akarod	2	akar	V-IND.PRS.DEF.2.SG	akar-od
odaadni	2	odaad	V-NFIN	odaad-ni
üljünk	10	ül	V-SBJV.PRS.INDF.1.PL	ül-jünk
mán	3	ma	N.SG-ON+ESS	ma-n
száját	5	száj	N.SG-PSS3S-ACC	száj-a-t
száját	5	szája	N.SG-ACC	szája-t
megütötte	2	megüt	V-IND.PST.DEF.3.SG	megüt-ötte
kiszállok	1	kiszáll	V-IND.PRS.INDF.1.SG	kiszáll-ok
feküdt	1	fekszik	V-IND.PST.INDF.3.SG	fekszik-t
feküdt	1	fekszik	V-V.PTCP.PST	fekszik-t
kérd	1	kér	V-SBJV.PRS.DEF.2.SG	kér-d
kérd	1	kérd	V.IND.PRS.INDF.3.SG	kérd
küld	1	küld	V.IND.PRS.INDF.3.SG	küld
adott	1	ad	V-IND.PST.INDF.3.SG	ad-ott
adott	1	ad	V-V.PTCP.PST	ad-ott
adott	1	adott	ADJ.NOM.SG	adott
akarsz	9	akar	V-IND.PRS.INDF.2.SG	akar-sz
légy	4	légy	N.NOM.SG	légy
légy	4	lesz	V-SBJV.PRS.INDF.2.SG	lesz-j
órám	1	óra	N.NOM-PSS1S.SG	óra-m
hajadat	1	haj	N.SG-PSS2S-ACC	haj-ad-at
hajadat	1	hajad	N.SG-ACC	hajad-at
nézel	3	néz	V-IND.PRS.INDF.2.SG	néz-el
szeret	1	szeret	V.IND.PRS.INDF.3.SG	szeret
szagod	1	szag	N.NOM-PSS2S.SG	szag-od
mutató	1	mutató	N.NOM.SG	mutató
mutató	1	mutat	V-V.PTCP.PRS	mutat-ó
mutató	1	mutató	ADJ.NOM.SG	mutató
bevertem	2	bever	V-IND.PST.INDF.1.SG	bever-tem
bevertem	2	bever	V-IND.PST.DEF.1.SG	bever-tem
fejemet	1	fej	N.SG-PSS1S-ACC	fej-em-et
fejemet	1	fejem	N.SG-ACC	fejem-et
kitört	2	kitör	V-IND.PST.INDF.3.SG	kitör-t
kitört	2	kitör	V-V.PTCP.PST	kitör-t
babád	4	baba	N.NOM-PSS2S.SG	baba-d
szoknyája	1	szoknya	N.NOM-PSS3S.SG	szoknya-ja
hajába	1	haj	N.SG-PSS3S-IN+ALL	haj-a-ba
hajába	1	haja	N.SG-IN+ALL	haja-ba
Vilmos	1	Vilmos	N.NOM.SG	Vilmos
fej	6	fej	N.NOM.SG	fej
fej	6	fej	V.IND.PRS.INDF.3.SG	fej
cserélünk	2	cserél	V-IND.PRS.INDF.1.PL	cserél-ünk
fi	1	fi	N.NOM.SG	fi
feküdjetek	2	fekszik	V-SBJV.PRS.INDF.2.PL	fekszik-jetek
les	1	les	N.NOM.SG	les
les	1	les	V.IND.PRS.INDF.3.SG	les
csokoládé	1	csokoládé	N.NOM.SG	csokoládé
csokoládét	3	csokoládé	N.SG-ACC	csokoládé-t
rádió	14	rádió	N.NOM.SG	rádió
fésüld	6	fésül	V-SBJV.PRS.DEF.2.SG	fésül-d
magas	8	magas	ADJ.NOM.SG	magas
mond	27	mond	V.IND.PRS.INDF.3.SG	mond
doktor	137	doktor	N.NOM.SG	doktor
engedjen	1	enged	V-SBJV.PRS.INDF.3.SG	enged-jen
elli	2	ellik	V-IND.PRS.DEF.3.SG	ellik-i
hang	1	hang	N.NOM.SG	hang
szemüvegem	1	szemüveg	N.NOM-PSS1S.SG	szemüveg-em
szemüveg	4	szemüveg	N.NOM.SG	szemüveg
kosz	5	kosz	N.NOM.SG	kosz
lett	11	lett	N.NOM.SG	lett
lett	11	lesz	V-IND.PST.INDF.3.SG	lesz-tt
lett	11	lesz	V-V.PTCP.PST	lesz-tt
lett	11	lett	ADJ.NOM.SG	lett
halj	3	hal	V-SBJV.PRS.INDF.2.SG	hal-j
festetted	1	fest	V-IND.PST.DEF.2.SG	fest-etted
fejed	1	fej	N.NOM-PSS2S.SG	fej-ed
fejed	1	fejed	N.NOM.SG	fejed
fejed	1	fej	V-IND.PRS.DEF.2.SG	fej-ed
essen	1	ess	N.SG-ON+ESS	ess-en
essen	1	esik	V-SBJV.PRS.INDF.3.SG	esik-jen
fodrász	2	fodrász	N.NOM.SG	fodrász
fényképezzük	1	fényképez	V-IND.PRS.DEF.1.PL	fényképez-jük
fényképezzük	1	fényképez	V-SBJV.PRS.DEF.1.PL	fényképez-jük
leülni	1	leül	V-NFIN	leül-ni
kelt	1	kel	N.SG-ACC	kel-t
kelt	1	kel	V-IND.PST.INDF.3.SG	kel-t
kelt	1	kel	V-V.PTCP.PST	kel-t
kelt	1	kelt	V.IND.PRS.INDF.3.SG	kelt
viszem	8	visz	V-IND.PRS.DEF.1.SG	visz-em
szandálom	1	szandál	N.NOM-PSS1S.SG	szandál-om
édes	1	édes	ADJ.NOM.SG	édes
babám	1	babám	N.NOM.SG	babám
babám	1	baba	N.NOM-PSS1S.SG	baba-m
bántod	1	bánt	V-IND.PRS.DEF.2.SG	bánt-od
babámat	1	baba	N.SG-PSS1S-ACC	baba-m-at
babámat	1	babám	N.SG-ACC	babám-at
tess	2	tetik	V-SBJV.PRS.INDF.2.SG	tetik-j
szereted	6	szeret	V-IND.PRS.DEF.2.SG	szeret-ed
olló	3	olló	N.NOM.SG	olló
kés	9	kés	N.NOM.SG	kés
hajtsd	1	hajt	V-SBJV.PRS.DEF.2.SG	hajt-d
ollót	1	olló	N.SG-ACC	olló-t
veszek	30	vesz	V-IND.PRS.INDF.1.SG	vesz-ek
veszek	30	vész	V-IND.PRS.INDF.1.SG	vész-ek
veszek	30	veszik	V-IND.PRS.INDF.1.SG	veszik-ek
torta	4	torta	N.NOM.SG	torta
finom	4	finom	ADJ.NOM.SG	finom
szerzek	1	szerez	V-IND.PRS.INDF.1.SG	szerez-ek
tányért	2	tányér	N.SG-ACC	tányér-t
sampont	6	sampon	N.SG-ACC	sampon-t
sampon	12	sampon	N.NOM.SG	sampon
tortát	3	torta	N.SG-ACC	torta-t
fodrászüzlet	1	fodrászüzlet	N.NOM.SG	fodrászüzlet
fésüllek	3	fésül	V-IND.PRS.LGSPEC1.1.SG	fésül-lek
csókolom	3	csókol	V-IND.PRS.DEF.1.SG	csókol-om
fésülök	1	fésül	V-IND.PRS.INDF.1.SG	fésül-ök
szappan	9	szappan	N.NOM.SG	szappan
repül	6	repül	V.IND.PRS.INDF.3.SG	repül
ló	25	ló	N.NOM.SG	ló
ajtó	10	ajtó	N.NOM.SG	ajtó
szedd	2	szed	V-SBJV.PRS.DEF.2.SG	szed-d
beszélek	4	beszél	V-IND.PRS.INDF.1.SG	beszél-ek
egyen	3	egy	N.SG-ON+ESS	egy-en
egyen	3	egyen	N.NOM.SG	egyen
dobáljuk	1	dobál	V-IND.PRS.DEF.1.PL	dobál-juk
dobáljuk	1	dobál	V-SBJV.PRS.DEF.1.PL	dobál-juk
házikó	9	házikó	N.NOM.SG	házikó
ház	22	ház	N.NOM.SG	ház
beteszünk	1	betesz	V-IND.PRS.INDF.1.PL	betesz-ünk
elrontom	5	elront	V-IND.PRS.DEF.1.SG	elront-om
dugni	1	dug	V-NFIN	dug-ni
keressük	5	keres	V-IND.PRS.DEF.1.PL	keres-jük
keressük	5	keres	V-SBJV.PRS.DEF.1.PL	keres-jük
kát	1	ká	N.SG-ACC	ká-t
füst	4	füst	N.NOM.SG	füst
jöjjön	4	jön	V-SBJV.PRS.INDF.3.SG	jön-jön
csukjuk	2	csuk	V-IND.PRS.DEF.1.PL	csuk-juk
csukjuk	2	csuk	V-SBJV.PRS.DEF.1.PL	csuk-juk
nyakába	1	nyak	N.SG-PSS3S-IN+ALL	nyak-a-ba
nyakába	1	nyaka	N.SG-IN+ALL	nyaka-ba
bezártam	2	bezár	V-IND.PST.INDF.1.SG	bezár-tam
bezártam	2	bezár	V-IND.PST.DEF.1.SG	bezár-tam
ragyog	6	ragyog	V.IND.PRS.INDF.3.SG	ragyog
gyertya	6	gyertya	N.NOM.SG	gyertya
labda	40	labda	N.NOM.SG	labda
karácsonyfa	5	karácsonyfa	N.NOM.SG	karácsonyfa
énekeltünk	1	énekel	V-IND.PST.INDF.1.PL	énekel-tünk
karácsony	9	karácsony	N.NOM.SG	karácsony
kalácsom	1	kalács	N.NOM-PSS1S.SG	kalács-om
fejedre	1	fej	N.SG-PSS2S-ON+ALL	fej-ed-re
fejedre	1	fejed	N.SG-ON+ALL	fejed-re
megütött	4	megüt	V-IND.PST.INDF.3.SG	megüt-ött
megütött	4	megüt	V-V.PTCP.PST	megüt-ött
meghalt	5	meghal	V-IND.PST.INDF.3.SG	meghal-t
meghalt	5	meghal	V-V.PTCP.PST	meghal-t
megölt	1	megöl	V-IND.PST.INDF.3.SG	megöl-t
megölt	1	megöl	V-V.PTCP.PST	megöl-t
dobni	1	dob	V-NFIN	dob-ni
dada	2	dada	N.NOM.SG	dada
engedem	3	enged	V-IND.PRS.DEF.1.SG	enged-em
elveszek	1	elvész	V-IND.PRS.INDF.1.SG	elvész-ek
elveszek	1	elveszik	V-IND.PRS.INDF.1.SG	elveszik-ek
elveszek	1	elvesz	V-IND.PRS.INDF.1.SG	elvesz-ek
kalapom	2	kalap	N.NOM-PSS1S.SG	kalap-om
golyó	7	golyó	N.NOM.SG	golyó
kutyának	1	kutya	N.SG-DAT	kutya-nak
katonák	12	katona	N.NOM-PL	katona-k
engedünk	1	enged	V-IND.PRS.INDF.1.PL	enged-ünk
esni	2	esik	V-NFIN	esik-ni
Viktornak	1	Viktor	N.SG-DAT	Viktor-nak
házba	5	ház	N.SG-IN+ALL	ház-ba
autóbusz	1	autóbusz	N.NOM.SG	autóbusz
mászok	4	mászik	V-IND.PRS.INDF.1.SG	mászik-ok
közel	1	közel	N.NOM.SG	közel
lyukat	3	lyuk	N.SG-ACC	lyuk-at
csináltad	2	csinál	V-IND.PST.DEF.2.SG	csinál-tad
csinált	7	csinál	V-IND.PST.INDF.3.SG	csinál-t
csinált	7	csinál	V-V.PTCP.PST	csinál-t
elveszel	1	elvész	V-IND.PRS.INDF.2.SG	elvész-el
elveszel	1	elveszik	V-IND.PRS.INDF.2.SG	elveszik-el
elveszel	1	elvesz	V-IND.PRS.INDF.2.SG	elvesz-el
kérdeztem	2	kérdez	V-IND.PST.INDF.1.SG	kérdez-tem
kérdeztem	2	kérdez	V-IND.PST.DEF.1.SG	kérdez-tem
fogad	2	fog	N.NOM-PSS2S.SG	fog-ad
fogad	2	fogad	N.NOM.SG	fogad
fogad	2	fogad	V.IND.PRS.INDF.3.SG	fogad
hülyeségek	1	hülyeség	N.NOM-PL	hülyeség-ek
takaróztál	1	takarózik	V-IND.PST.INDF.2.SG	takarózik-tál
visszaadom	3	visszaad	V-IND.PRS.DEF.1.SG	visszaad-om
megnéztem	1	megnéz	V-IND.PST.INDF.1.SG	megnéz-tem
megnéztem	1	megnéz	V-IND.PST.DEF.1.SG	megnéz-tem
térdem	2	térd	N.NOM-PSS1S.SG	térd-em
utcában	1	utca	N.SG-IN+ESS	utca-ban
anyukám	10	anyuka	N.NOM-PSS1S.SG	anyuka-m
vásárolni	7	vásárol	V-NFIN	vásárol-ni
közbe	1	köz	N.SG-IN+ALL	köz-be
mosd	1	mos	V-SBJV.PRS.DEF.2.SG	mos-d
fekszel	1	fekszik	V-IND.PRS.INDF.2.SG	fekszik-el
szél	4	szél	N.NOM.SG	szél
takarni	1	takar	V-NFIN	takar-ni
vette	4	vesz	V-IND.PST.DEF.3.SG	vesz-tte
vetted	1	vesz	V-IND.PST.DEF.2.SG	vesz-tted
mackót	2	mackó	N.SG-ACC	mackó-t
közért	1	köz	N.SG-PRP	köz-ért
közért	1	közért	N.NOM.SG	közért
lövöm	1	lő	V-IND.PRS.DEF.1.SG	lő-öm
integet	2	integet	V.IND.PRS.INDF.3.SG	integet
gondolsz	1	gondol	V-IND.PRS.INDF.2.SG	gondol-sz
giliszta	3	giliszta	N.NOM.SG	giliszta
kiabáltunk	1	kiabál	V-IND.PST.INDF.1.PL	kiabál-tunk
kiabáljuk	1	kiabál	V-IND.PRS.DEF.1.PL	kiabál-juk
kiabáljuk	1	kiabál	V-SBJV.PRS.DEF.1.PL	kiabál-juk
homokozóba	2	homokozó	N.SG-IN+ALL	homokozó-ba
voltunk	1	volt	N.NOM-PSS1P.SG	volt-unk
voltunk	1	volta	N.NOM-PSS1P.SG	volta-unk
csöndben	1	csönd	N.SG-IN+ESS	csönd-ben
megmutatom	6	megmutat	V-IND.PRS.DEF.1.SG	megmutat-om
hoztuk	2	hoz	V-IND.PST.DEF.1.PL	hoz-tuk
megütöd	1	megüt	V-IND.PRS.DEF.2.SG	megüt-öd
hagytál	1	hagy	V-IND.PST.INDF.2.SG	hagy-tál
lábadat	3	láb	N.SG-PSS2S-ACC	láb-ad-at
lábadat	3	lábad	N.SG-ACC	lábad-at
kalauz	2	kalauz	N.NOM.SG	kalauz
elindul	2	elindul	V.IND.PRS.INDF.3.SG	elindul
vezeték	1	vezeték	N.NOM.SG	vezeték
közé	2	köz	N.SG-PSS4S	köz-é
messzire	3	messzi	N.SG-ON+ALL	messzi-re
indulok	3	indul	V-IND.PRS.INDF.1.SG	indul-ok
vonathoz	1	vonat	N.SG-AT+ALL	vonat-hoz
kelj	1	kel	V-SBJV.PRS.INDF.2.SG	kel-j
takard	6	takar	V-SBJV.PRS.DEF.2.SG	takar-d
arcát	5	arc	N.SG-PSS3S-ACC	arc-a-t
arcát	5	arca	N.SG-ACC	arca-t
lát	5	lát	V.IND.PRS.INDF.3.SG	lát
vert	2	ver	V-IND.PST.INDF.3.SG	ver-t
vert	2	ver	V-V.PTCP.PST	ver-t
ágy	15	ágy	N.NOM.SG	ágy
leszek	7	lesz	V-IND.PRS.INDF.1.SG	lesz-ek
fektessük	1	fektet	V-SBJV.PRS.DEF.1.PL	fektet-jük
ágyba	7	ágy	N.SG-IN+ALL	ágy-ba
takarót	4	takaró	N.SG-ACC	takaró-t
adjuk	6	ad	V-IND.PRS.DEF.1.PL	ad-juk
adjuk	6	ad	V-SBJV.PRS.DEF.1.PL	ad-juk
takaróval	1	takaró	N.SG-INST	takaró-val
feküdjünk	1	fekszik	V-SBJV.PRS.INDF.1.PL	fekszik-jünk
gyomrom	4	gyomor	N.NOM-PSS1S.SG	gyomor-om
kijövök	6	kijön	V-IND.PRS.INDF.1.SG	kijön-ök
ravasz	13	ravasz	N.NOM.SG	ravasz
ravasz	13	ravasz	ADJ.NOM.SG	ravasz
ismerik	1	ismer	V-IND.PRS.DEF.3.PL	ismer-ik
rókát	12	róka	N.SG-ACC	róka-t
ismerjük	1	ismer	V-IND.PRS.DEF.1.PL	ismer-jük
ismerjük	1	ismer	V-SBJV.PRS.DEF.1.PL	ismer-jük
ró	2	ró	N.NOM.SG	ró
ró	2	ró	V.IND.PRS.INDF.3.SG	ró
kerek	2	kerek	ADJ.NOM.SG	kerek
meglátod	1	meglát	V-IND.PRS.DEF.2.SG	meglát-od
megbántom	2	megbánt	V-IND.PRS.DEF.1.SG	megbánt-om
ideges	1	ideges	ADJ.NOM.SG	ideges
dobjuk	1	dob	N.NOM-PSS3P.SG	dob-juk
dobjuk	1	dobjuk	N.NOM.SG	dobjuk
dobjuk	1	dob	V-IND.PRS.DEF.1.PL	dob-juk
dobjuk	1	dob	V-SBJV.PRS.DEF.1.PL	dob-juk
felment	2	felmegy	V-IND.PST.INDF.3.SG	felmegy-t
felment	2	felmegy	V-V.PTCP.PST	felmegy-t
fára	12	fa	N.SG-ON+ALL	fa-ra
nadrágom	2	nadrág	N.NOM-PSS1S.SG	nadrág-om
szekrényben	1	szekrény	N.SG-IN+ESS	szekrény-ben
mutasd	30	mutat	V-SBJV.PRS.DEF.2.SG	mutat-d
másszon	5	mászik	V-SBJV.PRS.INDF.3.SG	mászik-jon
felmászik	1	felmászik	V.IND.PRS.INDF.3.SG	felmászik
rongy	1	rongy	N.NOM.SG	rongy
rongy	1	rongy	ADJ.NOM.SG	rongy
kocsival	1	kocsi	N.SG-INST	kocsi-val
Erika	1	Erika	N.NOM.SG	Erika
hallod	6	hall	N.NOM-PSS2S.SG	hall-od
hallod	6	hallod	N.NOM.SG	hallod
hallod	6	hall	V-IND.PRS.DEF.2.SG	hall-od
koma	6	koma	N.NOM.SG	koma
agyi	2	agyi	ADJ.NOM.SG	agyi
beszélni	4	beszél	V-NFIN	beszél-ni
csendbe	1	csend	N.SG-IN+ALL	csend-be
csendben	1	csend	N.SG-IN+ESS	csend-ben
szólok	1	szól	V-IND.PRS.INDF.1.SG	szól-ok
hozzátok	1	hoz	V-IND.PRS.DEF.2.PL	hoz-játok
hozzátok	1	hoz	V-SBJV.PRS.DEF.2.PL	hoz-játok
ujja	5	ujj	N.NOM-PSS3S.SG	ujj-a
ások	1	ás	V-IND.PRS.INDF.1.SG	ás-ok
óda	6	óda	N.NOM.SG	óda
adjak	1	ad	V-SBJV.PRS.INDF.1.SG	ad-jak
kéri	1	kér	V-IND.PRS.DEF.3.SG	kér-i
kivettem	8	kivesz	V-IND.PST.INDF.1.SG	kivesz-ttem
kivettem	8	kivesz	V-IND.PST.DEF.1.SG	kivesz-ttem
szemétbe	4	szemét	N.SG-IN+ALL	szemét-be
szemétbe	4	szemét	ADJ.SG-IN+ALL	szemét-be
felállok	2	feláll	V-IND.PRS.INDF.1.SG	feláll-ok
cicus	3	cicus	N.NOM.SG	cicus
móka	2	móka	N.NOM.SG	móka
vonattal	4	vonat	N.SG-INST	vonat-val
szálljatok	1	száll	V-SBJV.PRS.INDF.2.PL	száll-jatok
állomásba	3	állomás	N.SG-IN+ALL	állomás-ba
állomás	3	állomás	N.NOM.SG	állomás
vonaton	5	vonat	N.SG-ON+ESS	vonat-on
elvenni	4	elvesz	V-NFIN	elvesz-nni
kiszáll	3	kiszáll	V.IND.PRS.INDF.3.SG	kiszáll
végállomásból	2	végállomás	N.SG-IN+ABL	végállomás-ból
száll	3	száll	V.IND.PRS.INDF.3.SG	száll
felmenni	1	felmegy	V-NFIN	felmegy-nni
mentél	3	megy	V-IND.PST.INDF.2.SG	megy-tél
mentél	3	menik	V-IND.PST.INDF.2.SG	menik-tél
keresel	2	keres	V-IND.PRS.INDF.2.SG	keres-el
szeretném	4	szeret	V-COND.PRS.DEF.1.SG	szeret-ném
megnézni	10	megnéz	V-NFIN	megnéz-ni
fölszállok	1	fölszáll	V-IND.PRS.INDF.1.SG	fölszáll-ok
fölszállni	3	fölszáll	V-NFIN	fölszáll-ni
végeztem	1	végez	V-IND.PST.INDF.1.SG	végez-tem
végeztem	1	végez	V-IND.PST.DEF.1.SG	végez-tem
vezetni	2	vezet	V-NFIN	vezet-ni
vigyázz	11	vigyáz	V-SBJV.PRS.INDF.2.SG	vigyáz-j
pincébe	3	pince	N.SG-IN+ALL	pince-be
láttam	11	lát	V-IND.PST.INDF.1.SG	lát-tam
láttam	11	lát	V-IND.PST.DEF.1.SG	lát-tam
toljuk	3	tol	V-IND.PRS.DEF.1.PL	tol-juk
toljuk	3	tol	V-SBJV.PRS.DEF.1.PL	tol-juk
ültél	1	ül	V-IND.PST.INDF.2.SG	ül-tél
üveg	6	üveg	N.NOM.SG	üveg
énnek	1	én	N.SG-DAT	én-nek
marha	2	marha	N.NOM.SG	marha
elestünk	1	elesik	V-IND.PST.INDF.1.PL	elesik-tünk
ót	7	ó	ADJ.SG-ACC	ó-t
elesünk	1	elesik	V-IND.PRS.INDF.1.PL	elesik-ünk
hozott	2	hoz	V-IND.PST.INDF.3.SG	hoz-ott
hozott	2	hoz	V-V.PTCP.PST	hoz-ott
elaludt	1	elalszik	V-IND.PST.INDF.3.SG	elalszik-t
elaludt	1	elalszik	V-V.PTCP.PST	elalszik-t
úton	1	út	N.SG-ON+ESS	út-on
út	2	út	N.NOM.SG	út
vacsorája	1	vacsora	N.NOM-PSS3S.SG	vacsora-ja
kenyeret	6	kenyér	N.SG-ACC	kenyér-et
játszanak	2	játszik	V-IND.PRS.INDF.3.PL	játszik-anak
levettem	2	levesz	V-IND.PST.INDF.1.SG	levesz-ttem
levettem	2	levesz	V-IND.PST.DEF.1.SG	levesz-ttem
húzd	1	húz	V-SBJV.PRS.DEF.2.SG	húz-d
dobáltam	1	dobál	V-IND.PST.INDF.1.SG	dobál-tam
dobáltam	1	dobál	V-IND.PST.DEF.1.SG	dobál-tam
dobolt	1	dobol	V-IND.PST.INDF.3.SG	dobol-t
dobolt	1	dobol	V-V.PTCP.PST	dobol-t
kastély	1	kastély	N.NOM.SG	kastély
beszállok	1	beszáll	V-IND.PRS.INDF.1.SG	beszáll-ok
eltört	7	eltör	V-IND.PST.INDF.3.SG	eltör-t
eltört	7	eltör	V-V.PTCP.PST	eltör-t
Miklóst	1	Miklós	N.SG-ACC	Miklós-t
lenyel	1	lenyel	V.IND.PRS.INDF.3.SG	lenyel
falat	5	fal	N.SG-ACC	fal-at
falat	5	falat	N.NOM.SG	falat
elveszik	1	elvesz	V-IND.PRS.DEF.3.PL	elvesz-ik
elveszik	1	elveszik	V.IND.PRS.INDF.3.SG	elveszik
kivetted	2	kivesz	V-IND.PST.DEF.2.SG	kivesz-tted
poharat	7	pohár	N.SG-ACC	pohár-at
vigyünk	1	visz	V-SBJV.PRS.INDF.1.PL	visz-jünk
bogarat	7	bogár	N.SG-ACC	bogár-at
vizet	20	víz	N.SG-ACC	víz-et
vegye	1	vesz	V-SBJV.PRS.DEF.3.SG	vesz-je
kezünk	1	kéz	N.NOM-PSS1P.SG	kéz-ünk
csiga	14	csiga	N.NOM.SG	csiga
érted	3	ér	V-IND.PST.DEF.2.SG	ér-ted
érted	3	ért	V-IND.PRS.DEF.2.SG	ért-ed
köz	1	köz	N.NOM.SG	köz
bogarak	2	bogár	N.NOM-PL	bogár-ak
laknak	1	lak	N.SG-DAT	lak-nak
laknak	1	lakik	V-IND.PRS.INDF.3.PL	lakik-nak
hangya	9	hangya	N.NOM.SG	hangya
kaka	41	kaka	N.NOM.SG	kaka
ereszd	1	ereszt	V-SBJV.PRS.DEF.2.SG	ereszt-d
sírtál	2	sír	V-IND.PST.INDF.2.SG	sír-tál
beviszi	2	bevisz	V-IND.PRS.DEF.3.SG	bevisz-i
bevitték	1	bevisz	V-IND.PST.DEF.3.PL	bevisz-tték
vidd	7	visz	V-SBJV.PRS.DEF.2.SG	visz-d
pered	1	per	N.NOM-PSS2S.SG	per-ed
sorba	4	sor	N.SG-IN+ALL	sor-ba
visz	2	visz	V.IND.PRS.INDF.3.SG	visz
sorompó	1	sorompó	N.NOM.SG	sorompó
hagyom	2	hagy	V-IND.PRS.DEF.1.SG	hagy-om
zárni	1	zár	V-NFIN	zár-ni
hajó	30	hajó	N.NOM.SG	hajó
kapitány	1	kapitány	N.NOM.SG	kapitány
lemegy	1	lemegy	V.IND.PRS.INDF.3.SG	lemegy
Béláé	1	Béla	N.SG-PSS4S	Béla-é
durva	1	durva	ADJ.NOM.SG	durva
szerelem	3	szerelem	N.NOM.SG	szerelem
szerelem	3	szerel	V-IND.PRS.DEF.1.SG	szerel-em
lelövök	2	lelő	V-IND.PRS.INDF.1.SG	lelő-ök
betettelek	2	betesz	V-IND.PST.LGSPEC1.1.SG	betesz-telek
fénykép	4	fénykép	N.NOM.SG	fénykép
pénz	10	pénz	N.NOM.SG	pénz
csónak	1	csónak	N.NOM.SG	csónak
szállni	2	száll	V-NFIN	száll-ni
hoztunk	1	hoz	V-IND.PST.INDF.1.PL	hoz-tunk
edényt	2	edény	N.SG-ACC	edény-t
szalvétát	2	szalvéta	N.SG-ACC	szalvéta-t
csomagolva	1	csomagol	V-V.CVB	csomagol-va
hévvel	2	hév	N.SG-INST	hév-vel
hév	5	hév	N.NOM.SG	hév
vonatra	1	vonat	N.SG-ON+ALL	vonat-ra
ti	19	ti	N.NOM.SG	ti
ágyról	1	ágy	N.SG-ON+ABL	ágy-ról
feltetted	1	feltesz	V-IND.PST.DEF.2.SG	feltesz-tted
lábad	2	láb	N.NOM-PSS2S.SG	láb-ad
lábad	2	lábad	N.NOM.SG	lábad
lábad	2	lábad	V.IND.PRS.INDF.3.SG	lábad
szaladjunk	2	szalad	V-SBJV.PRS.INDF.1.PL	szalad-junk
egyetek	1	egy	N.NOM-PSS2P.SG	egy-etek
bárányt	1	bárány	N.SG-ACC	bárány-t
harapd	1	harap	V-SBJV.PRS.DEF.2.SG	harap-d
baj	21	baj	N.NOM.SG	baj
bokorba	2	bokor	N.SG-IN+ALL	bokor-ba
bokor	4	bokor	N.NOM.SG	bokor
kimenni	7	kimegy	V-NFIN	kimegy-nni
gomb	27	gomb	N.NOM.SG	gomb
csizmába	4	csizma	N.SG-IN+ALL	csizma-ba
legyünk	1	legyünk	N.NOM.SG	legyünk
legyünk	1	légy	N.NOM-PSS1P.SG	légy-ünk
legyünk	1	lesz	V-SBJV.PRS.INDF.1.PL	lesz-jünk
csizmád	1	csizma	N.NOM-PSS2S.SG	csizma-d
hó	21	hó	N.NOM.SG	hó
csizma	1	csizma	N.NOM.SG	csizma
bé	5	bé	N.NOM.SG	bé
eszünk	5	eszünk	N.NOM.SG	eszünk
eszünk	5	esz	N.NOM-PSS1P.SG	esz-ünk
eszünk	5	ész	N.NOM-PSS1P.SG	ész-unk
dinnyét	1	dinnye	N.SG-ACC	dinnye-t
zsebed	1	zseb	N.NOM-PSS2S.SG	zseb-ed
kölyök	1	kölyök	N.NOM.SG	kölyök
kiabálj	2	kiabál	V-SBJV.PRS.INDF.2.SG	kiabál-j
megijedtél	2	megijed	V-IND.PST.INDF.2.SG	megijed-tél
ad	36	ad	V.IND.PRS.INDF.3.SG	ad
karod	1	kar	N.NOM-PSS2S.SG	kar-od
engedj	2	enged	V-SBJV.PRS.INDF.2.SG	enged-j
szeretsz	1	szeret	V-IND.PRS.INDF.2.SG	szeret-sz
tata	5	tata	N.NOM.SG	tata
lelövöm	2	lelő	V-IND.PRS.DEF.1.SG	lelő-öm
törni	1	tör	V-NFIN	tör-ni
törni	1	törik	V-NFIN	törik-ni
megvertelek	1	megver	V-IND.PST.LGSPEC1.1.SG	megver-telek
kezed	1	kéz	N.NOM-PSS2S.SG	kéz-ed
kártya	2	kártya	N.NOM.SG	kártya
kalap	14	kalap	N.NOM.SG	kalap
tarka	2	tarka	ADJ.NOM.SG	tarka
füle	8	fül	N.NOM-PSS3S.SG	fül-e
füle	8	füle	N.NOM.SG	füle
lakni	3	lakik	V-NFIN	lakik-ni
kávét	7	kávé	N.SG-ACC	kávé-t
bögrét	1	bögre	N.SG-ACC	bögre-t
leszálltam	1	leszáll	V-IND.PST.INDF.1.SG	leszáll-tam
lámpa	4	lámpa	N.NOM.SG	lámpa
szádba	2	száj	N.SG-PSS2S-IN+ALL	száj-d-ba
szádba	2	szád	N.SG-IN+ALL	szád-ba
rágd	2	rág	V-SBJV.PRS.DEF.2.SG	rág-d
anyukája	13	anyuka	N.NOM-PSS3S.SG	anyuka-ja
találok	1	talál	V-IND.PRS.INDF.1.SG	talál-ok
engedd	3	enged	V-SBJV.PRS.DEF.2.SG	enged-d
fürödnek	1	fürdik	V-IND.PRS.INDF.3.PL	fürdik-nek
lementem	1	lemegy	V-IND.PST.INDF.1.SG	lemegy-tem
