Word,Frequency
Jobb,1
amelyik,4
megnézegetem,2
lehorzsolódott,1
Ágyba,1
fekszek,2
doktornéni,6
Beteg,2
Kopp,1
kopp,10
megvizsgálom,2
megvizsgálni,1
Kicsi,3
Egy,8
könyök,1
tarsd,1
horzsolás,2
Csúnya,1
Bevigyünk,1
anyuval,5
Kórházba,1
Szerbusz,1
kórházban,2
látogatási,1
idö,1
Hozzad,1
Há,1
Hazaviszi,1
Megnézni,2
Megnézi,4
vizsgálja,3
Hó,2
gyerköc,1
bújócskázunk,1
befeküdni,1
meggyógyultál,3
kijöhetsz,1
odamenne,1
kettöt,1
mutatod,6
Melyiket,2
Hová,3
verted,5
kavicsba,1
Kavicsba,1
Ugy,2
bekötözni,1
szaladgálni,2
gyógyultam,1
dönti,1
gyógyultál,1
megvizsgállak,1
Nézzük,1
Kijöhetsz,1
ágyból,6
Pannikám,4
Végre,2
jajj,4
Jajj,3
Szep,1
kilencvenöt,1
szeptember,1
manókám,3
eszegetőset,1
beb,2
csacsival,9
pirítóskenyér,1
tányérba,6
khm,1
evőeszközt,2
nanka,2
picika,3
kiskanál,2
nagykanál,2
kök,1
nagykanállal,1
ööö,2
paradicsom,11
paradicsomot,4
dinne,1
ettünk,4
emlékszel,34
Városerdőn,1
napapi,1
picipapi,1
bábi,9
zsuzsu,1
natibi,1
picitibi,2
nagytibi,1
ők,19
ették,2
részét,2
kinézek,2
szegénykém,2
riasztója,1
dinnyeszüret,1
falatot,7
nyam,17
banán,24
leöntöttem,1
hasamat,1
ideömlött,1
hasamra,1
számat,1
kumpli,9
krumplit,21
cse,4
pohárból,11
cumisüvegből,4
ie,4
igyon,6
edénybe,5
segítsen,7
főzni,4
szeleteled,1
fölszeleteled,1
hama,1
husit,4
sült,23
megsózod,3
magáét,1
megsózza,1
főztél,1
körtét,7
ehetünk,2
káp,1
kelkáposzta,1
kumpi,12
sütsz,3
megkeverted,1
hűha,3
szűrőt,1
készítetted,1
tűzhelyen,1
készítettél,3
sültkrumplit,4
kést,6
kerestél,1
gumija,2
ügyesebb,2
hajkészítésbe,1
megvárja,1
megfürödjön,1
beszélgessünk,6
jókat,1
főzeléket,1
tűzhelyre,1
szagú,2
megehetem,1
tányérból,5
babáknak,6
krumplija,1
mg,8
kukta,2
főztjét,1
ő,187
növényevő,1
répát,26
megenne,1
kukoricát,8
kukorica,7
földiepret,3
tölcsér,1
folyadékot,1
betölteni,1
szűknyakú,1
üvegbe,2
csacsit,15
csacsitól,1
seko,2
sek,4
eldugtad,1
tűnt,2
vágódeszka,1
nm,2
deszkáról,1
főztöd,1
orrú,1
pirítós,4
tudnál,3
piritós,1
borsófőzelék,1
egyek,4
delfinhez,1
mindjár,4
tepa,3
tm,4
og,1
följebb,3
ültetjük,2
Zsebibaba,22
Kanga,32
szeretnek,4
kenguruk,2
gyümölcsöket,2
hmo,1
egyenek,3
fakocka,1
amama,2
dü,4
düde,1
dáka,2
nena,1
deda,3
dáda,1
dedede,2
kompam,1
ani,1
sü,4
megpróbáljuk,2
középen,2
tetéte,1
rakjátok,1
összerakni,2
mana,3
napocska,8
csacsita,1
sörénye,3
mako,1
másikon,1
tévedtem,1
sálja,1
teste,4
vezetõnek,1
kakáltál,7
bilit,7
kakáljál,1
gg,1
bilivel,2
bilibe,12
kakálunk,1
vonatosat,2
forgasd,1
madárkás,1
melyiken,3
züm,5
olyasmi,2
esernyõ,1
jö,3
akajok,26
beül,1
kipotyog,1
bimbam,13
gui,1
huhá,5
bao,4
apának,14
szakálla,6
sûe,1
süe,1
csacsis,3
azaz,16
sarka,1
szü,3
süle,1
mad,1
ín,1
buí,1
játéknak,2
éjszakát,7
apát,4
puszild,2
kopkop,6
igyad,3
eng,3
b,6
háo,2
éaé,1
kickic,1
kickam,1
kikikikam,1
dam,14
kiti,12
tim,7
todo,4
doto,16
sétá,8
sültcsirke,4
sültcsirkét,11
légyszíves,32
székről,4
mentőautó,1
Pan,14
obtad,1
dobtad,12
orrodat,16
csorog,3
fű,2
erősen,8
fújta,1
dokto,1
megfogja,5
engedte,2
megemgedte,1
helyedet,2
szálljál,3
nagymamának,4
hazamegy,1
rácsoságyba,5
rácsoságy,1
megkérdezhetem,2
tőle,4
megkérdezem,3
bejöhetsz,2
rácsoságyból,1
fürdőkádba,2
beengedsz,1
sapkába,1
sapkában,1
bírjuk,1
sapkát,8
sapkás,1
szerelve,1
megfürdetni,1
sapkája,7
őt,23
megfürdetjük,2
megmosdatja,1
lenn,7
tükörben,10
fürdőszobába,1
bemenjen,1
előtt,7
mamamam,1
zuhanyozni,5
zuhanyozik,4
ráül,9
pipil,2
kakál,1
bili,7
Pankának,12
bilije,1
pelenkába,5
pelenká,1
kettőkor,3
viccelj,3
bilire,8
megnézné,1
ahhoz,11
nacit,1
nta,1
panyata,1
pelenkát,16
dologért,1
tartót,1
babaszéket,1
tányérját,1
beültetem,1
székbe,2
kifújjuk,4
kifújod,2
mérgesen,2
bene,2
jóllakott,1
orrocskáddal,1
megtöröljük,8
zsepi,3
szippantani,3
szipan,6
kiszippantjuk,1
pua,1
csúszdázik,5
csúa,1
pú,2
csua,4
váj,2
panta,5
butáskodj,5
vödröt,5
ráülsz,3
feltöri,1
fenekedet,2
ütön,1
matü,1
megtörli,2
megtörüljem,1
törüljük,2
kiszippantsuk,2
ini,3
székedre,1
szívószállal,1
iszod,2
sziso,1
kutyafáját,2
kiköpted,1
vészes,2
barátnőivel,2
találkozni,3
duplo,4
direkt,6
apára,2
huncutkodsz,4
hapó,2
elpakoljuk,6
duplót,3
figyelsz,2
beleharapok,4
popsidba,3
harapok,5
mérni,2
lázadat,3
egyúttal,1
bújtál,3
alól,2
peluskádat,1
bebújtál,2
lurkó,8
lázmérőt,1
Pankával,2
szippantsunk,2
meggondolom,1
taknyos,3
nózid,1
sipan,1
szippantunk,2
kiszippantani,2
takony,4
először,24
megmérjük,1
popsid,6
pelenkázni,3
könyve,2
huncutkodunk,1
Pankáé,3
könyvel,1
apáé,2
könyvét,3
fejeden,2
háté,1
bujita,1
hahó,3
sátor,9
megbeszéljük,1
műsírás,1
tetteted,1
sírást,2
nevessen,2
sírjon,6
hőemelkedésed,1
kanálka,1
orvosságot,3
kicseréljük,6
fenne,1
bebe,4
taka,9
senka,3
senkával,1
bekötözöd,2
lábacskád,2
lábadnak,1
bib,2
popsidat,2
eldobod,3
könyveket,3
olvasgatni,2
ilyesmi,4
zsepit,3
micimackót,5
néztünk,1
harisnyádat,1
bedugjuk,1
harisnyába,1
bajátnö,1
Ritával,1
Rita,1
lita,2
ita,2
ettől,1
meggyógyulni,3
szívni,1
nózira,1
öleld,1
szippantót,1
szip,1
kiszippantsam,1
szippan,1
szippantsam,1
franc,1
puszót,2
istenem,7
helyezkedj,2
keresztbe,2
han,2
gyurmát,7
gyurmázni,3
duplókat,1
pakoljuk,2
összegyurmázzuk,1
ôket,3
gyurmásnak,1
lenniük,1
lemosni,2
gyurma,5
Gabótól,3
kerül,4
Békéscsaba,4
án,1
elöbb,1
darabkákat,1
hurkát,4
nudlit,3
hurka,1
emberkét,1
laponyát,1
golyóbisszerû,1
golyóbist,1
csinálnom,1
nelem,1
szem,3
szemecskét,2
kicsik,1
asztalat,2
kez,2
szeretni,1
akartál,5
megszeretem,1
fektetve,1
putty,5
golyóbis,1
közepére,2
benyomom,1
gombócokat,2
nudlikat,1
nudli,1
odanyomom,2
mindegyiket,2
összenyomom,1
ujjacskáiddal,1
gomba,6
0kicsit,1
szélére,3
gyurmával,1
elrakhatom,1
elôvegyem,1
keverd,7
szine,1
szinûek,6
melyikre,3
ezekre,1
ugyan,2
ajutó,1
fehéj,4
fejéj,1
szinûje,1
mindennek,1
mentôautónak,1
szirénája,3
narancssárga,3
mûjejek,5
mûvelsz,2
japonát,1
csiájok,2
kékkel,2
tarkabarka,1
szürke,3
gyúrjál,1
seteke,1
gyujmázni,1
dujmát,2
összegyúrod,2
építsünk,14
összekevered,2
elrakjam,1
építsek,2
laponya,1
homokozó,4
iskojás,1
ojónéni,1
ojóbácsi,1
samatanító,7
samata,1
találkoztam,4
ve,4
iskolámban,1
iskoládban,1
csacsiban,3
csacsin,1
márvele,1
dödöhinta,2
bocsánat,9
tanítónéni,9
pötyihinta,1
pötyi,5
pöcsi,1
pöcsihinta,1
handabandázol,1
házacskát,1
oldala,2
hátulja,2
segítség,4
deekekkel,1
találkozok,1
dujmázok,1
gyurmázol,3
pédájuj,1
sájga,6
porszívónak,1
kejeke,7
szinûvel,1
épp,5
építesz,2
kezdem,1
csijánunk,2
mûjetem,1
odaxx,1
csiáttam,1
alakú,2
szinût,1
építek,2
csijájok,2
begurul,2
tanítóné,1
megnézd,1
összedôlt,1
bukfencel,1
összekeverted,1
késôbb,1
duplózzunk,1
szinek,1
berakom,3
összébbgyúrjuk,1
lemossa,2
duplók,3
elõtte,1
tizenhét,1
iderakom,2
folytatjuk,1
mosnom,2
alaplapokat,1
meglógott,1
útba,7
kancsók,1
kancsó,2
útban,6
vüö,1
boltomba,1
kosárkádat,1
fotelba,2
kosárka,1
fizetni,5
boltban,9
nánt,1
kettőt,10
kiszolgállak,1
micsodát,10
azúgy,1
háom,1
ananász,7
dinnye,17
ananászt,4
káposztát,2
spárgát,2
fizessél,2
hé,13
elfelejtett,1
hazajöttél,1
piacról,1
ahn,1
vásároltál,2
kosárkába,1
nae,1
temomo,1
temote,1
x,4
képeket,5
kockákból,1
bőröndökből,1
bőröndös,2
bőröndöt,1
anyának,11
mondjuk,13
babásat,1
néniset,1
nemm,2
kisfiút,2
madarasat,2
bőröndhöz,2
összekeverjük,1
macihoz,1
maciho,1
kiveheted,1
zöldből,1
ebből,24
jegesmaci,2
sapso,1
kockán,2
lapocska,2
jót,14
választottál,1
apukájának,1
kislányhoz,1
sepü,2
bitos,1
napocskának,2
mámá,1
odána,1
macié,5
átforgatod,2
jobbra,4
csücsök,1
odajön,1
csücsökbe,1
popsója,1
elmeséled,5
elefántos,1
visszaforgatsz,1
elefántosra,1
amoda,1
puzzle,1
panka,15
kamera,6
kamerát,3
Múzeumkertben,1
kikkel,1
kető,4
nagybabák,1
mindakettő,1
tip,23
babákkal,2
labdáztatok,1
bújócskázni,2
bújócskáztatok,1
kellett,13
csináltak,6
ebaba,1
fogócskáztatok,1
olvassak,2
hinták,2
mente,1
idő,8
mamával,3
hanna,2
panna,1
pán,2
betakartad,1
kérdezhetek,2
szagoljam,1
megszagolhatom,1
elmúlt,1
abubu,2
delfinnél,1
olvasnivalót,2
mondókásból,1
melyikből,1
húhá,1
párját,4
párok,3
elolvasod,1
odaírva,1
gyerekekről,1
Pankára,1
pank,2
ijesztgess,1
köme,1
anyát,2
ráültél,2
hajamra,2
durván,1
meghúzod,1
letépte,1
valamiről,2
tema,9
dé,3
előveszed,1
kártyás,1
összekeverednek,2
megegye,1
egymásra,4
betyuma,1
betû,44
béla,1
ua,9
odarakod,7
hmn,1
odategyük,1
talicskába,1
nyögsz,2
nagyokat,4
manófülü,2
talicskázol,1
kukacnak,1
szoktak,3
talicskázni,1
épü,3
építenek,1
súgok,2
súg,1
bújsz,2
hamham,10
részt,2
felet,2
aludt,9
sokáig,7
szóljunk,1
jöjj,2
orrfújás,1
apé,3
egyel,1
tegy,1
kivegyem,4
próbáljuk,3
belerakod,3
paó,1
ajj,1
mesekönyvet,2
macisat,2
esõ,25
gegö,1
südi,1
homokoznak,4
homokozik,1
eõ,10
masz,2
homo,8
nózidat,4
oma,1
ottmarad,1
homokozóban,5
bimbi,2
biciklizett,1
beszaladnak,1
sim,4
játékkal,3
cival,1
megtörölközik,1
enene,1
nyakát,1
meggyógyuljon,3
meggyó,2
gyógyítja,7
cimi,1
tévébe,2
szimi,2
szomorodni,1
elõl,1
megnézegetted,1
mesekönyvedet,1
Piri,10
bohóccal,3
városi,1
mezei,1
popsijába,1
elolvassuk,4
gólyamadár,1
bõ,1
nönö,1
labdája,2
erõsen,2
mimi,3
seba,1
micimackó,7
megkeresed,4
sepi,2
ült,5
habi,1
befeküdt,1
tõle,1
feküdnie,2
beszéltem,4
mamival,1
furcsa,2
tövében,1
mu,1
tasd,1
ps,10
pispis,1
bokornál,2
építeni,5
építõanyagot,1
részeket,1
táskája,3
megvizsgálja,10
bibit,4
dok,1
jónapot,2
táskámat,1
megvizsgáljuk,1
felülni,1
megfázás,1
orvosságokat,3
orrot,1
nózit,1
megkeresse,4
táskám,1
látta,5
bibje,1
érzed,3
meghallgatja,3
gyomorrontás,2
hám,16
nyi,5
kinyissam,2
kenõccsel,1
bekenem,7
orvosos,2
megfájdul,2
zöldségesnéni,1
üvegek,1
banánok,1
ugyanilyet,3
amibõl,1
veszítettük,1
pontosan,5
szétszórtad,2
fölraktuk,1
lógjon,1
szekrényajtóban,1
uborkát,1
sekö,1
irányba,1
tartod,4
fokhagyma,1
kiraktad,1
keü,2
kerülni,4
ideadnád,1
ideiglenesen,1
macisnak,1
darabjait,1
eltépted,1
dobozát,2
tépte,3
bonbonos,1
dobozban,7
kerestük,1
ühm,1
mindenfele,1
elõ,3
ruhát,13
dupló,3
duplózni,1
dõ,3
szétdõlt,1
szétdõl,1
idehozom,5
kiöntöd,2
önt,4
megpróbálja,2
kiságyba,1
fürdõszobát,1
hitte,1
segítettem,3
valamiért,1
elõszedjük,1
rakjad,2
sorakozó,2
sorakozni,1
esve,1
rongydarab,1
szõnyegbõl,1
pisitettem,1
ahogyan,1
nagymamát,1
torkodat,1
vödörrel,2
húzzad,2
papucsodat,8
lejött,4
hój,1
he,5
talpa,8
Pannus,2
reggelire,1
szerettem,2
kakajs,1
gyümölcssalátát,1
ültessétek,1
etessél,1
peti,2
zörögj,1
labdának,1
kapuja,1
falakat,1
kuk,6
séta,34
eloo,1
oa,1
elooa,1
ooa,1
eo,2
szorítani,3
jijiji,1
virágra,1
bababa,5
oo,3
obibi,1
mitõl,5
ji,4
jip,3
pönti,1
pön,2
gebi,5
pisz,3
homokoztunk,1
uapáto,1
bibike,1
cipõjét,1
lábáról,1
cipõje,1
etû,1
eltûnt,1
hanghívója,1
lábakat,2
gyógyítani,6
lábája,1
tányérral,2
ráraksz,1
követni,1
ráteszed,3
ülhet,3
egyáltalán,4
meggyógyítsam,4
csiribu,1
csiribá,4
csodadoktor,1
gyógyuljon,1
gyógyítod,2
mémi,5
popi,9
Mary,2
Poppins,2
ühü,5
elmondasz,1
megpróbálod,1
benyomod,1
bibivel,1
csiná,3
felöltözöl,1
öltöztesd,1
öltöztessük,1
kötöz,1
megvígasztalod,1
bibibi,1
arca,2
uk,1
meddig,5
kettõig,2
cici,2
cicije,3
sop,1
bot,9
álli,1
hozzuk,4
idehozzuk,2
epak,1
mosogatót,1
tûzhelyet,2
ato,4
szellõztetünk,1
ebédlõasztalt,1
rendõrautó,3
dédi,1
mentõautó,1
mentõauto,1
jed,1
ren,1
dõrautó,1
rendõr,1
mentõ,2
öntesz,1
kádba,3
kisdobozba,1
û,4
zuhany,6
zuhanynak,1
zuhanyzik,2
elõkerül,3
biba,5
megcsináltuk,1
babim,3
asztalba,1
gyó,1
távirányító,1
megfordítjuk,2
mata,3
teo,4
kislámpa,1
tartom,4
kislámpát,1
kivittük,2
lapam,1
fiókos,1
babakocsi,15
segíthetek,1
nyomjuk,4
gom,3
fõleg,1
kapuhoz,1
betolja,1
oldalt,2
lerakjuk,1
arréb,4
úty,1
fölrakjuk,2
kirakod,1
levegõzni,1
ötlet,2
betakarva,1
fölhajtani,1
vécédeszkát,2
felhajtja,2
lennhagyja,1
eléáll,1
pisilésnél,1
tük,1
tüh,1
tükörnél,1
hordágy,2
vinnünk,1
magunkkal,1
hátha,6
betegség,2
amihez,1
hádne,1
nagyi,1
csaku,4
rózsaszín,4
kakaósbejgli,3
tejbegrízt,3
kakaobegi,2
kakaóbegi,3
kati,5
pabáti,2
paba,1
pako,3
huhú,3
udan,2
Pirinek,2
sapó,2
halandzsázz,2
pik,1
dotor,2
meghallgatta,2
abbahagyta,1
kifáradtál,1
babókának,1
megnézte,5
meghallgatózott,2
tüdõd,1
nya,4
beverte,4
ajo,1
elő,11
nézik,2
magukat,1
arcoddal,2
apura,1
nevetni,2
nei,1
nika,1
koni,1
kani,1
kondampa,1
fránya,1
bilikét,1
kedvéért,4
bábus,1
bundás,1
gázos,1
telefonos,1
pöti,2
pöt,1
széta,1
sétáxx,1
mosogatni,1
néha,8
sétáltok,1
közelre,1
szemem,1
vu,2
fityiszt,5
behajlítod,2
bácsiknak,1
odateszed,3
házzal,2
építjük,1
aljára,1
hita,9
mia,1
pssss,1
sss,3
pelusba,1
szereznünk,1
vécészobát,1
duplohoz,1
vécészoba,1
neda,1
szeretnéd,13
maradj,13
beütötte,6
térdét,2
valóban,2
hasonlót,1
gyógyulás,3
bizots,1
lábával,4
szerint,2
elszívok,1
cigit,2
telefonra,1
cumisüveget,2
építettek,2
végül,4
rálépni,1
picikre,1
eltörnek,2
törnek,2
szomorúbb,1
mábán,1
ábán,1
sapkával,1
fiókokat,1
fiók,10
fióknak,1
deliket,1
korlát,3
korlátot,1
leesen,1
hohohhó,1
kapuba,1
huá,5
lecsúszott,5
fürdőkádban,2
járókában,2
gyönyörű,3
bujócskáznak,1
hunyó,5
elfordul,1
bebújik,2
számoltam,1
benéz,3
találja,1
szekrényt,2
sütőt,1
előbújtak,1
állítsd,6
sarokra,2
elbújnak,1
keresse,2
ővele,1
megtalállak,1
találta,4
leskelődj,1
leskelődjél,3
kinyithatod,1
ine,1
keme,1
duplóval,2
kaput,3
gondoltál,2
bani,2
tetőt,3
tetőről,2
széké,1
kerítés,2
akor,1
aláteszünk,1
oszlopot,3
alátegyük,1
valók,2
ládában,2
idesüss,1
lépcső,4
felsétál,1
hmg,1
sót,3
sóz,1
főz,2
főzőcskézik,2
digidigidigi,1
digá,1
gyebá,1
bemba,4
bibie,1
kisbabát,5
pss,3
digidigi,8
digidiga,1
digi,2
keka,1
kuká,2
kukucskáljon,1
oszlop,2
elterveztük,1
tiltakozott,1
állt,1
alátámasztva,1
duplókkal,1
kezdett,1
később,6
óriási,9
hótömb,1
halottam,1
csüccsenj,2
fölvetted,2
öltözködünk,1
kikapcsoljam,1
mielőtt,3
babapapucsot,1
fésülködni,1
copfod,1
életében,1
megfésülködni,1
szépségem,1
gatyád,1
levsszük,1
megjöttünk,4
ráütöttél,1
pusziljam,1
zavarodva,1
megpuszuljam,1
tibi,1
kezecske,2
mérgeskedj,1
bolt,10
duplóra,1
rádobni,1
pelenkának,1
betegye,2
dide,1
Pannika,5
paradicsomos,6
túró,1
rudit,2
megígérte,1
mentünk,11
Petőfi,2
mindenképp,1
akart,2
eltéríteni,1
pet,2
haó,3
telefonáljon,1
dub,9
vuvu,1
psí,9
odapisil,1
bokorhoz,1
psi,4
lépcsőn,2
kiborult,2
beveri,1
szoros,1
kiveszek,1
odébb,3
odaférsz,1
miféle,2
csipi,4
csirke,1
idehozza,1
cumisüveg,4
beverted,6
beszélget,4
néne,1
kiborítottad,1
visszarakni,3
babom,1
összeszedted,1
álljon,4
csücsüljön,2
hálózsák,1
építőkockák,1
mindenféle,3
füzeted,1
székedexxx,1
szemecskéi,1
kem,5
nako,1
mamo,1
szájacska,1
temama,1
fázzon,4
cip,11
pólyásbabát,1
csoka,1
cso,2
csóka,1
semm,1
zsebet,1
beteszi,5
sapo,1
digidi,2
bebá,1
hanyatt,1
székrõl,1
böböb,1
visszarakja,2
sapi,12
füzetedbe,1
amiket,2
írtunk,1
írtál,2
írtad,1
írva,2
írja,1
írjam,1
naba,1
nabbaba,1
nababa,3
ujjaidon,1
bizonyám,1
ijá,2
megfordítani,1
megmutassuk,2
huncutkodott,2
huncutkodtam,1
ideadod,2
röf,2
elõtt,6
csavarogjunk,1
anyával,3
kamerájának,1
korty,3
almalevet,1
kortyintást,1
Zsebibabának,6
anyáé,1
ketõ,3
kettõkor,1
ketõko,1
Pumukli,9
Találkozni,1
állattal,2
Sétálnak,1
Mezitlab,1
Mezítláb,1
Nekem,2
cipõm,1
õneki,1
mezítlábas,2
fickó,2
icsi,2
Öhhm,1
kisállat,1
menézni,1
Pumuklit,2
megütöte,1
Fejét,1
vizsgálni,2
Deho,1
bementek,1
Megnéznek,1
Meglátogathatja,1
0Kopogás,1
Szeretném,1
barátomat,1
betes,1
Micsoda,4
Pumuklival,1
Nyugodtan,1
Meggyógyított,1
gyógyteát,1
Gyógyteát,1
Annyira,1
Lábad,1
meggyógyított,1
gyógyított,1
lefeküdtem,1
bekötött,1
Hívjuk,1
látogatóba,8
Kivel,1
Si,2
ss,1
Kit,1
beszéltél,4
Hozzá,1
Jöttünk,2
Elmenjünk,1
menné,1
Autóval,1
jöjjünk,1
Mehetünk,3
Indulás,1
látogassák,2
Köszönjenek,1
Ö,2
Simsonnak,1
iskolá,1
kikészi,1
Rendben,3
Ök,1
kisi,2
deje,13
kikis,2
lakok,1
Pumuklin,1
tengerbe,4
Vigyázz,2
térdelj,2
semmilyennel,1
Gyalog,1
vízben,7
fürdök,4
Szeretsz,3
Megfürdesz,1
fürödj,1
Fürödjek,1
Énnekem,1
Már,4
bölcsödébe,2
fürödik,1
Júj,3
vizecske,1
Tengerbe,1
térdeddel,1
túloldalra,1
füröd,1
parton,3
jéa,1
nyakam,1
Fekete,1
Körösbe,1
Mikor,2
tavaly,1
Tavaly,1
meséljél,2
olvasgatod,1
nézegeted,1
cum,3
cumpu,2
cumizni,1
nen,1
régebben,2
cumival,2
cumid,2
semmid,1
delfin,2
Sanyi,7
him,2
szel,1
lepottyantál,1
eltegyem,2
albumot,4
telefonálsz,4
kinnt,2
púpos,1
teve,5
kitavaszodik,1
púpostevét,1
alássan,1
locsolsz,2
járdát,1
bip,1
mamamama,2
piri,1
gizi,1
emi,3
tipi,4
Tibi,1
mamama,1
készítette,2
fényképet,3
erről,4
gabó,12
Gabóval,1
jájul,1
kanáj,3
életedben,1
rajtam,2
öjembe,1
öledben,1
ölében,4
fogott,2
Ülj,4
mesélt,1
ringatott,1
elaludtál,2
megmoccanni,1
felébredjél,1
fürdõruhába,1
Bécsben,6
elmentünk,3
tettünk,1
tisztában,1
Anyu,7
Éppen,2
pelenkázunk,1
Isti,4
Mindenki,1
Ljátom,1
nyár,1
Manyi,4
mihe,1
elefántommal,1
mikkel,1
mien,1
játékaiddal,1
elefántom,1
akk,1
kérdezel,2
kezemben,2
mûanyag,1
Kettõ,1
Gabó,3
ültünk,1
lefényképezett,1
látszódik,1
tükörképed,1
kölcsön,3
adták,2
gabóka,1
született,2
uszodában,1
Anya,8
úszol,1
leborultam,1
méé,1
úszok,1
bur,1
Mátrafüreden,1
felújható,1
ottani,1
kelljen,1
mindenkinél,1
kirándultunk,1
Mátrában,1
miten,1
kettö,2
babájal,1
mindennel,2
szülinapom,3
S,1
tortád,1
elsõ,1
szülinapod,2
kitõl,2
apától,1
anyától,1
kisbabáknak,1
ehelyett,1
julcsiék,1
õk,8
bizon,1
öjébe,2
kettõnek,1
üjök,3
eljött,4
julcsi,1
judit,1
szülinapodra,1
fölköszönteni,1
örökre,2
darabig,2
játszottak,1
Julcsival,2
teknõsöm,1
teknõs,1
fölmászhattál,1
ugrálhattál,1
kilukadt,1
Állj,1
előle,3
látszani,2
festék,6
ecsettel,3
Amelyikkel,1
színeket,2
Mosd,2
ecsetkét,1
Huhú,1
kimosna,1
keseredj,1
színt,2
Zöldet,1
Feketét,2
Azzal,1
befeketézzem,1
úgyúgy,1
kicsepegtettem,1
Kicsit,2
ecsetkével,1
Manóka,7
Legyen,1
türelmed,1
függõlegesen,2
Különben,1
kapkodj,1
elrakom,1
festéket,7
máshová,3
Gyerekek,1
mashova,1
Nagymama,1
mutassa,1
megtanítani,1
festeni,3
érjen,1
papírhoz,1
ecsetre,2
Próbáld,1
festem,5
hasadra,2
Pipike,1
pipike,1
Vízfesték,1
megszárad,2
papíron,1
másikra,2
Persze,2
vízfesték,1
vízzel,4
oldani,1
tudjál,1
fessél,2
pocakodra,1
barnát,4
barnat,1
Nincs,2
Napocskát,1
festek,4
milyenre,1
festük,1
festékkel,1
ráfestek,1
fehérre,1
meglátszik,1
Mér,2
sokféle,1
szín,1
fröcskölj,1
viszitek,4
olyannak,1
Adok,1
tisztát,1
Tisztát,1
összekeveredtek,2
színek,1
Kimossuk,1
kékbol,1
Amikor,1
vízbol,1
oldalán,1
csöpögtetni,2
Elobb,2
kétkezû,1
festõmûvész,1
színut,3
Finoman,1
színu,2
Szürke,1
Kinottem,1
növöd,1
legfeljebb,2
elhasználod,1
Elfogy,1
festesz,1
elfogy,1
kinoni,1
felnõttek,1
festenek,1
festünk,3
Máshova,1
lemosom,5
bár,4
feketével,1
Légy,2
Becsukom,1
Becsukod,1
ecset,2
Nanana,1
eltöröd,2
befestetted,1
lábacskádat,1
Kezemet,1
Köszönöm,3
fest,5
öszekentünk,1
Hu,2
abroszra,1
Akarsz,1
Szeretnél,1
elrakjuk,12
száradni,2
elobb,2
Egyikkel,1
Odategyed,1
Fesd,1
festékbe,1
festéken,1
közötte,1
festékgombon,1
Fáradt,2
Akarod,1
beülsz,1
bármikor,2
festhetünk,1
Lemosnálak,1
festékes,1
Ház,2
postaláda,2
viszik,3
pingvinnek,1
ázzanak,1
Alszom,4
Alszol,1
Emeld,1
pólóba,1
takarózz,3
Mh,3
Segítsél,1
tartsa,1
Idehoz,1
idehozni,2
Jobban,2
Átteszem,1
Odavisz,1
odavisz,2
Kidobáltad,1
hakisok,1
vetkőzz,1
levetkőzni,1
Mhm,6
hálóingbe,2
Hálóingben,1
hálóinged,2
Álmos,2
ásítasz,1
hálóinget,1
magyaráztad,2
Mesélted,1
úsztál,1
bójánál,1
akartunk,2
Odament,1
bementél,3
Ezek,4
foltok,1
aggasszanak,1
Kapott,1
pofonszerűt,1
kisfiútól,1
próbálkozott,1
kajabált,1
odament,1
megpofozta,1
Pannit,1
bölcsődés,1
sírdogált,1
megvígasztaltalak,1
Sokan,1
fociztak,1
Vegyem,1
Körös,2
szemüveget,3
hagyta,2
Figyelj,2
Handabanda,1
csocs,2
Pöt,1
tut,1
pit,1
Patty,3
Xxx,23
handabanda,1
Pötty,1
bűbamboá,1
belőle,16
Nehogy,1
hortyogjál,1
Megmondod,1
Mm,1
Könyökölsz,1
Horgászás,1
butaság,3
Szégyelld,2
magadat,5
Nagypapáék,1
kedvenc,2
Panóka,1
letéptél,1
mamának,5
virágját,4
Nézzél,2
Elfenekeljelek,1
szégyelld,1
holnapra,2
utánra,1
éreztem,1
Bácsinak,1
letéptem,1
Utcán,1
Meg,4
Gizinek,1
leszedem,5
Ját,1
holdat,2
Holdat,1
észrevette,1
égen,4
megláttad,1
Igaz,2
Sok,2
felhőt,2
megláttál,1
repülőt,4
mutattad,3
Szerintem,1
Fel,1
Takarózz,2
Lábát,1
nyújtózz,1
takarózol,1
rúgd,1
betakarózzál,1
takarózni,3
májhúskrémet,1
megkínálsz,1
csirkekrémet,1
Vedd,2
kaja,4
Od,1
Fázok,1
popsidon,1
fölveszed,1
Húzd,1
készítsd,1
feladom,3
Felveszed,1
Kinyúltál,1
látsszanak,2
Látsszanak,1
0gy,1
szemekkel,1
szemükkel,1
lássanak,1
Kapd,1
nyakamat,2
Erősen,1
lejár,2
jemenni,1
bababót,1
csibabú,1
csíkos,5
szatyrot,1
szandál,23
sese,2
Bodor,24
szandált,1
juá,4
hajcsat,1
jaba,3
bago,3
mibe,7
kisbagoly,1
gyereknapra,1
óa,3
csitcsat,5
Bodó,1
jéje,1
lábaidra,1
hujne,2
föj,3
föjje,3
minde,2
köszön,2
api,2
buti,1
tizenegy,6
átállítva,1
órák,1
könv,1
párat,2
fölrakunk,1
krumplidomb,1
készíti,3
krumplidombot,1
móku,1
szunyókál,2
kump,2
