row_number	subject_code	subject_age	subject_sex	stem	1st_option	2nd_option	option_chosen	nak_rating	nek_rating	nak_advantage	AGREE(back,nonlocal)	AGREE(nonhigh_front,local)	AGREE(low_front,local)	AGREE(double_front,local)	USE_FRONT/bilabial__	USE_FRONT/[+cor,+son]__	USE_FRONT/sibilant__	USE_FRONT/CC__	USE_BACK/[C0i:C0]__
1169	100	21	male	does	doesnek	doesnak	nek	1	7	-6	1	1	1	0	0	0	1	0	0
1170	100	21	male	lálepzes	lálepzesnek	lálepzesnak	nak	7	1	6	1	1	1	1	0	0	1	0	0
1171	100	21	male	kéll	kéllnak	kéllnek	nek	1	7	-6	0	1	0	0	0	1	0	1	0
1172	100	21	male	pamzilim	pamzilimnak	pamzilimnek	nak	7	1	6	1	0	0	1	1	0	0	0	0
1173	100	21	male	fárezeny	fárezenynek	fárezenynak	nak	7	1	6	1	1	1	1	0	1	0	0	0
1174	100	21	male	vemm	vemmnek	vemmnak	nek	1	7	-6	0	1	1	0	1	0	0	1	0
1175	101	36	male	fájcid	fájcidnek	fájcidnak	nak	6	4	2	1	0	0	0	0	0	0	0	0
1176	101	36	male	hér	hérnek	hérnak	nek	1	7	-6	0	1	0	0	0	1	0	0	0
1177	101	36	male	bógim	bógimnak	bógimnek	nak	6	3	3	1	0	0	0	1	0	0	0	0
1178	101	36	male	ebb	ebbnak	ebbnek	nek	1	7	-6	0	1	1	0	1	0	0	1	0
1179	101	36	male	obbosztep	obbosztepnak	obbosztepnek	nek	3	7	-4	1	1	1	0	1	0	0	0	0
1180	101	36	male	kénc	kéncnak	kéncnek	nek	1	7	-6	0	1	0	0	0	0	1	1	0
1181	101	36	male	glé	glénak	glének	nek	1	7	-6	0	1	0	0	0	0	0	0	0
1182	101	36	male	mumázírr	mumázírrnak	mumázírrnek	nak	6	4	2	1	0	0	0	0	1	0	1	0
1183	101	36	male	száterszt	szátersztnak	szátersztnek	nek	3	6	-3	1	1	1	0	0	0	0	1	0
1184	101	36	male	tordukeng	tordukengnak	tordukengnek	nek	2	7	-5	1	1	1	0	0	0	0	1	0
1186	101	36	male	kónsis	kónsisnek	kónsisnak	nak	6	3	3	1	0	0	0	0	0	1	0	0
1187	101	36	male	jurken	jurkennek	jurkennak	nek	1	7	-6	1	1	1	0	0	1	0	0	0
1188	101	36	male	gálkonyés	gálkonyésnek	gálkonyésnak	nek	1	7	-6	1	1	0	0	0	0	1	0	0
1190	103	45	female	kes	kesnek	kesnak	nek	1	7	-6	0	1	1	0	0	0	1	0	0
1191	103	45	female	százávet	százávetnak	százávetnek	nek	4	4	0	1	1	1	0	0	0	0	0	0
1192	103	45	female	szotlib	szotlibnak	szotlibnek	nak	7	3	4	1	0	0	0	1	0	0	0	0
1193	103	45	female	kadvénb	kadvénbnak	kadvénbnek	nek	5	7	-2	1	1	0	0	1	0	0	1	0
1194	103	45	female	szatéléll	szatéléllnak	szatéléllnek	nek	1	7	-6	1	1	0	1	0	1	0	1	0
1195	103	45	female	votelim	votelimnek	votelimnak	nak	7	1	6	1	0	0	1	1	0	0	0	0
1196	103	45	female	oszteksz	oszteksznak	oszteksznek	nek	1	7	-6	1	1	1	0	0	0	1	1	0
1198	103	45	female	hopetin	hopetinnak	hopetinnek	nek	1	7	-6	1	0	0	1	0	1	0	0	0
1199	103	45	female	kószett	kószettnak	kószettnek	nak	7	1	6	1	1	1	0	0	0	0	1	0
1200	103	45	female	palész	palésznek	palésznak	nak	7	1	6	1	1	0	0	0	0	1	0	0
1201	103	45	female	atvíteld	atvíteldnek	atvíteldnak	nek	1	7	-6	1	1	1	1	0	0	0	1	0
1202	103	45	female	hev	hevnak	hevnek	nek	1	7	-6	0	1	1	0	0	0	0	0	0
1203	103	45	female	rapeny	rapenynek	rapenynak	nak	7	1	6	1	1	1	0	0	1	0	0	0
1204	104	59	female	azeles	azelesnak	azelesnek	nek	2	6	-4	1	1	1	1	0	0	1	0	0
1205	104	59	female	frotverd	frotverdnek	frotverdnak	nek	2	6	-4	1	1	1	0	0	0	0	1	0
1206	104	59	female	paken	pakennak	pakennek	nek	2	6	-4	1	1	1	0	0	1	0	0	0
1207	104	59	female	vérv	vérvnek	vérvnak	nek	2	6	-4	0	1	0	0	0	0	0	1	0
1208	104	59	female	gongíb	gongíbnek	gongíbnak	nek	2	6	-4	1	0	0	0	1	0	0	0	0
1209	104	59	female	togern	togernnak	togernnek	nek	2	6	-4	1	1	1	0	0	1	0	1	0
1211	105	29	female	szerd	szerdnak	szerdnek	nek	1	7	-6	0	1	1	0	0	0	0	1	0
1213	104	59	female	hollém	hollémnak	hollémnek	nak	6	2	4	1	1	0	0	1	0	0	0	0
1214	105	29	female	bédt	bédtnak	bédtnek	nek	1	7	-6	0	1	0	0	0	0	0	1	0
1215	105	29	female	lí	línak	línek	nek	1	7	-6	0	0	0	0	0	0	0	0	1
1216	104	59	female	ralét	ralétnek	ralétnak	nek	2	6	-4	1	1	0	0	0	0	0	0	0
1217	105	29	female	koojém	koojémnek	koojémnak	nak	7	1	6	1	1	0	0	1	0	0	0	0
1218	105	29	female	rápárer	rápárernek	rápárernak	nek	1	7	-6	1	1	1	0	0	1	0	0	0
1219	105	29	female	katem	katemnak	katemnek	nak	7	1	6	1	1	1	0	1	0	0	0	0
1220	104	59	female	orolebb	orolebbnak	orolebbnek	nak	6	2	4	1	1	1	0	1	0	0	1	0
1221	105	29	female	akíklen	akíklennak	akíklennek	nak	7	4	3	1	1	1	1	0	1	0	0	0
1222	105	29	female	házegyig	házegyignak	házegyignek	nek	1	7	-6	1	0	0	1	0	0	0	0	0
1223	104	59	female	pralles	prallesnek	prallesnak	nek	2	6	-4	1	1	1	0	0	0	1	0	0
1224	105	29	female	gyés	gyésnek	gyésnak	nek	1	7	-6	0	1	0	0	0	0	1	0	0
1225	105	29	female	suzis	suzisnek	suzisnak	nak	7	1	6	1	0	0	0	0	0	1	0	0
1226	104	59	female	sviny	svinynek	svinynak	nek	2	6	-4	0	0	0	0	0	1	0	0	0
1227	105	29	female	kolgélens	kolgélensnek	kolgélensnak	nek	1	7	-6	1	1	1	1	0	0	1	1	0
1228	105	29	female	vatill	vatillnek	vatillnak	nak	7	1	6	1	0	0	0	0	1	0	1	0
1229	104	59	female	arzútlek	arzútleknak	arzútleknek	nek	2	6	-4	1	1	1	0	0	0	0	0	0
1230	104	59	female	kers	kersnek	kersnak	nek	2	6	-4	0	1	1	0	0	0	1	1	0
1231	105	29	female	lebb	lebbnek	lebbnak	nek	1	7	-6	0	1	1	0	1	0	0	1	0
1308	116	31	male	ilv	ilvnek	ilvnak	nek	1	7	-6	0	0	0	0	0	0	0	1	0
1309	116	31	male	gutés	gutésnak	gutésnek	nak	6	3	3	1	1	0	0	0	0	1	0	0
1310	116	31	male	zagye	zagyénak	zagyének	nak	7	1	6	1	1	1	0	0	0	0	0	0
1311	116	31	male	bazmarem	bazmaremnak	bazmaremnek	nek	4	5	-1	1	1	1	0	1	0	0	0	0
1312	116	31	male	jís	jísnak	jísnek	nek	1	7	-6	0	0	0	0	0	0	1	0	1
1313	116	31	male	vámoríjt	vámoríjtnak	vámoríjtnek	nak	7	2	5	1	0	0	0	0	0	0	1	0
1314	116	31	male	duérelm	duérelmnek	duérelmnak	nek	2	6	-4	1	1	1	1	1	0	0	1	0
1315	116	31	male	assezpir	assezpirnak	assezpirnek	nak	6	1	5	1	0	0	1	0	1	0	0	0
1316	116	31	male	notém	notémnak	notémnek	nak	6	4	2	1	1	0	0	1	0	0	0	0
1317	116	31	male	lalkeny	lalkenynak	lalkenynek	nak	6	4	2	1	1	1	0	0	1	0	0	0
1318	116	31	male	szuserenny	szuserennynak	szuserennynek	nek	2	6	-4	1	1	1	1	0	1	0	1	0
1319	116	31	male	szodóné	szodónénak	szodónének	nak	6	3	3	1	1	0	0	0	0	0	0	0
1320	116	31	male	kokepérc	kokepércnak	kokepércnek	nek	3	6	-3	1	1	0	1	0	0	1	1	0
1322	118	31	female	grenny	grennynek	grennynak	nek	1	7	-6	0	1	1	0	0	1	0	1	0
1323	118	31	female	fatézem	fatézemnek	fatézemnak	nek	1	7	-6	1	1	1	1	1	0	0	0	0
1324	118	31	female	hés	hésnak	hésnek	nek	1	7	-6	0	1	0	0	0	0	1	0	0
1325	118	31	female	féns	fénsnek	fénsnak	nek	1	7	-6	0	1	0	0	0	0	1	1	0
1326	118	31	female	hébb	hébbnak	hébbnek	nek	1	7	-6	0	1	0	0	1	0	0	1	0
1327	118	31	female	vopés	vopésnek	vopésnak	nek	1	7	-6	1	1	0	0	0	0	1	0	0
1329	118	31	female	lonyé	lonyének	lonyénak	nek	1	7	-6	1	1	0	0	0	0	0	0	0
1330	118	31	female	dágrirnétt	dágrirnéttnak	dágrirnéttnek	nek	1	7	-6	1	1	0	1	0	0	0	1	0
1331	118	31	female	szánéjik	szánéjiknak	szánéjiknek	nek	1	7	-6	1	0	0	1	0	0	0	0	0
1332	118	31	female	ánem	ánemnak	ánemnek	nek	1	7	-6	1	1	1	0	1	0	0	0	0
1333	118	31	female	ir	irnek	irnak	nek	1	7	-6	0	0	0	0	0	1	0	0	0
1334	118	31	female	pumeng	pumengnak	pumengnek	nek	1	7	-6	1	1	1	0	0	0	0	1	0
1335	118	31	female	eny	enynek	enynak	nek	1	7	-6	0	1	1	0	0	1	0	0	0
1354	121	38	male	pusim	pusimnek	pusimnak	nak	5	3	2	1	0	0	0	1	0	0	0	0
1358	121	38	male	pólmápés	pólmápésnak	pólmápésnek	nak	5	2	3	1	1	0	0	0	0	1	0	0
1359	121	38	male	cej	cejnek	cejnak	nek	2	6	-4	0	1	1	0	0	0	0	0	0
1360	121	38	male	vánotés	vánotésnak	vánotésnek	nak	5	3	2	1	1	0	0	0	0	1	0	0
1361	121	38	male	bép	bépnek	bépnak	nek	2	6	-4	0	1	0	0	1	0	0	0	0
1362	121	38	male	nend	nendnek	nendnak	nek	2	6	-4	0	1	1	0	0	0	0	1	0
1363	121	38	male	méll	méllnek	méllnak	nek	2	6	-4	0	1	0	0	0	1	0	1	0
1364	121	38	male	tazél	tazélnak	tazélnek	nek	2	5	-3	1	1	0	0	0	1	0	0	0
1365	121	38	male	asszede	asszedének	asszedénak	nek	2	6	-4	1	1	1	1	0	0	0	0	0
1366	121	38	male	stagasszil	stagasszilnek	stagasszilnak	nek	2	6	-4	1	0	0	0	0	1	0	0	0
1367	121	38	male	szudegziszt	szudegzisztnak	szudegzisztnek	nek	2	6	-4	1	0	0	1	0	0	0	1	0
1368	121	38	male	pebb	pebbnak	pebbnek	nek	2	6	-4	0	1	1	0	1	0	0	1	0
1369	121	38	male	kálmuecc	kálmueccnek	kálmueccnak	nek	2	6	-4	1	1	1	0	0	0	1	1	0
1390	124	35	female	totek	toteknek	toteknak	nek	1	7	-6	1	1	1	0	0	0	0	0	0
1391	124	35	female	téll	téllnek	téllnak	nek	1	7	-6	0	1	0	0	0	1	0	1	0
1392	124	35	female	csin	csinnek	csinnak	nek	1	7	-6	0	0	0	0	0	1	0	0	0
1393	124	35	female	vatímís	vatímísnek	vatímísnak	nek	2	6	-4	1	0	0	1	0	0	1	0	0
1394	124	35	female	tibb	tibbnek	tibbnak	nek	1	7	-6	0	0	0	0	1	0	0	1	0
1395	124	35	female	szanlép	szanlépnek	szanlépnak	nak	6	3	3	1	1	0	0	1	0	0	0	0
1396	124	35	female	fone	fonének	fonénak	nak	7	1	6	1	1	1	0	0	0	0	0	0
1397	124	35	female	azép	azépnak	azépnek	nak	6	4	2	1	1	0	0	1	0	0	0	0
1398	124	35	female	tópecc	tópeccnek	tópeccnak	nek	1	7	-6	1	1	1	0	0	0	1	1	0
1399	124	35	female	órmétt	órméttnak	órméttnek	nek	3	6	-3	1	1	0	0	0	0	0	1	0
1400	124	35	female	spámés	spámésnek	spámésnak	nek	3	6	-3	1	1	0	0	0	0	1	0	0
1401	124	35	female	étt	éttnak	éttnek	nek	1	7	-6	0	1	0	0	0	0	0	1	0
1402	124	35	female	nudil	nudilnek	nudilnak	nak	7	1	6	1	0	0	0	0	1	0	0	0
1403	125	32	female	tálvedins	tálvedinsnak	tálvedinsnek	nek	3	6	-3	1	0	0	1	0	0	1	1	0
1404	125	32	female	astény	asténynek	asténynak	nek	6	7	-1	1	1	0	0	0	1	0	0	0
1405	125	32	female	natelt	nateltnak	nateltnek	nek	5	6	-1	1	1	1	0	0	0	0	1	0
1406	125	32	female	házes	házesnak	házesnek	nek	2	7	-5	1	1	1	0	0	0	1	0	0
1407	125	32	female	vuvsé	vuvsénak	vuvsének	nak	6	3	3	1	1	0	0	0	0	0	0	0
1408	125	32	female	csokém	csokémnak	csokémnek	nak	6	6	0	1	1	0	0	1	0	0	0	0
1409	125	32	female	hovill	hovillnek	hovillnak	nak	6	4	2	1	0	0	0	0	1	0	1	0
1410	125	32	female	vejj	vejjnak	vejjnek	nek	1	7	-6	0	1	1	0	0	0	0	1	0
1411	125	32	female	ókagymébb	ókagymébbnak	ókagymébbnek	nek	3	6	-3	1	1	0	0	1	0	0	1	0
1412	125	32	female	fakteny	faktenynek	faktenynak	nek	2	7	-5	1	1	1	0	0	1	0	0	0
1413	125	32	female	csis	csisnak	csisnek	nek	1	7	-6	0	0	0	0	0	0	1	0	0
1414	125	32	female	másszodib	másszodibnek	másszodibnak	nek	2	6	-4	1	0	0	0	1	0	0	0	0
1415	125	32	female	kází	kázínak	kázínek	nak	5	4	1	1	0	0	0	0	0	0	0	0
1421	130	24	male	kartegik	kartegiknek	kartegiknak	nek	2	7	-5	1	0	0	1	0	0	0	0	0
1422	130	24	male	zsí	zsínek	zsínak	nek	2	7	-5	0	0	0	0	0	0	0	0	1
1423	130	24	male	fupel	fupelnek	fupelnak	nek	2	6	-4	1	1	1	0	0	1	0	0	0
1424	130	24	male	mósztalzibb	mósztalzibbnek	mósztalzibbnak	nek	2	6	-4	1	0	0	0	1	0	0	1	0
1426	130	24	male	szakem	szakemnek	szakemnak	nek	2	6	-4	1	1	1	0	1	0	0	0	0
1427	130	24	male	elt	eltnak	eltnek	nek	2	6	-4	0	1	1	0	0	0	0	1	0
1428	130	24	male	nyalefles	nyaleflesnak	nyaleflesnek	nek	3	6	-3	1	1	1	1	0	0	1	0	0
1429	130	24	male	mitt	mittnek	mittnak	nek	2	6	-4	0	0	0	0	0	0	0	1	0
1430	130	24	male	kádserc	kádsercnek	kádsercnak	nek	2	6	-4	1	1	1	0	0	0	1	1	0
1431	130	24	male	tárkíszvém	tárkíszvémnak	tárkíszvémnek	nek	1	6	-5	1	1	0	1	1	0	0	0	0
1432	130	24	male	acses	acsesnak	acsesnek	nek	2	6	-4	1	1	1	0	0	0	1	0	0
1435	130	24	male	rel	relnak	relnek	nek	1	7	-6	0	1	1	0	0	1	0	0	0
1436	130	24	male	admepill	admepillnak	admepillnek	nek	2	6	-4	1	0	0	1	0	1	0	1	0
1458	133	32	female	áges	ágesnek	ágesnak	nek	1	7	-6	1	1	1	0	0	0	1	0	0
1459	133	32	female	hudém	hudémnek	hudémnak	nak	7	1	6	1	1	0	0	1	0	0	0	0
1460	133	32	female	talend	talendnak	talendnek	nek	1	7	-6	1	1	1	0	0	0	0	1	0
1461	133	32	female	hándég	hándégnek	hándégnak	nak	7	1	6	1	1	0	0	0	0	0	0	0
1462	133	32	female	ókénc	ókéncnek	ókéncnak	nak	7	1	6	1	1	0	0	0	0	1	1	0
1463	134	19	male	landírd	landírdnak	landírdnek	nak	7	2	5	1	0	0	0	0	0	0	1	0
1465	134	19	male	zsopekses	zsopeksesnek	zsopeksesnak	nek	1	7	-6	1	1	1	1	0	0	1	0	0
1466	133	32	female	motérill	motérillnak	motérillnek	nek	1	7	-6	1	0	0	1	0	1	0	1	0
1467	133	32	female	fázdir	fázdirnak	fázdirnek	nak	7	1	6	1	0	0	0	0	1	0	0	0
1468	135	40	female	bótáredt	bótáredtnek	bótáredtnak	nek	3	4	-1	1	1	1	0	0	0	0	1	0
1469	133	32	female	usmen	usmennek	usmennak	nak	7	1	6	1	1	1	0	0	1	0	0	0
1470	134	19	male	halijn	halijnnek	halijnnak	nak	6	2	4	1	0	0	0	0	1	0	1	0
1471	133	32	female	jadém	jadémnak	jadémnek	nak	7	1	6	1	1	0	0	1	0	0	0	0
1472	134	19	male	artyántil	artyántilnek	artyántilnak	nak	7	1	6	1	0	0	0	0	1	0	0	0
1473	135	40	female	szalhárécc	szalháréccnek	szalháréccnak	nak	5	2	3	1	1	0	0	0	0	1	1	0
1474	133	32	female	szoséterb	szoséterbnak	szoséterbnek	nek	1	7	-6	1	1	1	1	1	0	0	1	0
1475	134	19	male	kadeszind	kadeszindnak	kadeszindnek	nak	4	4	0	1	0	0	1	0	0	0	1	0
1476	135	40	female	ém	émnak	émnek	nek	3	5	-2	0	1	0	0	1	0	0	0	0
1477	133	32	female	uzezzés	uzezzésnek	uzezzésnak	nek	1	7	-6	1	1	0	1	0	0	1	0	0
1478	134	19	male	akhim	akhimnek	akhimnak	nak	6	2	4	1	0	0	0	1	0	0	0	0
1479	135	40	female	ráltényé	ráltényénak	ráltényének	nek	3	5	-2	1	1	0	1	0	0	0	0	0
1480	135	40	female	kóde	kódének	kódénak	nak	6	1	5	1	1	1	0	0	0	0	0	0
1481	133	32	female	akimé	akimének	akiménak	nek	1	7	-6	1	1	0	1	0	0	0	0	0
1482	135	40	female	hárakem	hárakemnek	hárakemnak	nek	4	5	-1	1	1	1	0	1	0	0	0	0
1483	133	32	female	tolett	tolettnak	tolettnek	nek	1	7	-6	1	1	1	0	0	0	0	1	0
1484	135	40	female	prett	prettnek	prettnak	nek	1	7	-6	0	1	1	0	0	0	0	1	0
1485	134	19	male	szodrísszher	szodrísszhernek	szodrísszhernak	nek	1	7	-6	1	1	1	1	0	1	0	0	0
1486	135	40	female	cir	cirnek	cirnak	nek	1	7	-6	0	0	0	0	0	1	0	0	0
1487	134	19	male	gyasztep	gyasztepnek	gyasztepnak	nek	4	5	-1	1	1	1	0	1	0	0	0	0
1488	135	40	female	vureldern	vureldernnek	vureldernnak	nek	1	7	-6	1	1	1	1	0	1	0	1	0
1489	135	40	female	vórmámlés	vórmámlésnek	vórmámlésnak	nak	6	2	4	1	1	0	0	0	0	1	0	0
1490	134	19	male	vensz	vensznek	vensznak	nek	2	5	-3	0	1	1	0	0	0	1	1	0
1491	135	40	female	csandendes	csandendesnak	csandendesnek	nek	2	5	-3	1	1	1	1	0	0	1	0	0
1492	135	40	female	nen	nennak	nennek	nek	2	5	-3	0	1	1	0	0	1	0	0	0
1493	134	19	male	málle	mállének	mállénak	nak	6	4	2	1	1	1	0	0	0	0	0	0
1494	135	40	female	kébb	kébbnek	kébbnak	nek	2	6	-4	0	1	0	0	1	0	0	1	0
1495	134	19	male	boszébb	boszébbnek	boszébbnak	nek	2	7	-5	1	1	0	0	1	0	0	1	0
1496	134	19	male	kovahés	kovahésnek	kovahésnak	nek	1	7	-6	1	1	0	0	0	0	1	0	0
1497	134	19	male	kungodét	kungodétnek	kungodétnak	nak	6	3	3	1	1	0	0	0	0	0	0	0
1498	138	30	female	turreszlins	turreszlinsnek	turreszlinsnak	nek	1	7	-6	1	0	0	1	0	0	1	1	0
1499	138	30	female	zsim	zsimnek	zsimnak	nek	1	7	-6	0	0	0	0	1	0	0	0	0
1500	138	30	female	kazmegd	kazmegdnek	kazmegdnak	nak	7	1	6	1	1	1	0	0	0	0	1	0
1501	138	30	female	hél	hélnek	hélnak	nek	1	7	-6	0	1	0	0	0	1	0	0	0
1502	138	30	female	szállebb	szállebbnak	szállebbnek	nek	1	7	-6	1	1	1	0	1	0	0	1	0
1503	138	30	female	fí	fínak	fínek	nek	1	7	-6	0	0	0	0	0	0	0	0	1
1504	138	30	female	salyóltém	salyóltémnak	salyóltémnek	nek	1	7	-6	1	1	0	0	1	0	0	0	0
1505	138	30	female	horéll	horéllnek	horéllnak	nek	1	7	-6	1	1	0	0	0	1	0	1	0
1507	138	30	female	vuguzé	vuguzének	vuguzénak	nek	1	7	-6	1	1	0	0	0	0	0	0	0
1508	138	30	female	cávés	cávésnak	cávésnek	nak	7	1	6	1	1	0	0	0	0	1	0	0
1510	138	30	female	titt	tittnak	tittnek	nek	1	7	-6	0	0	0	0	0	0	0	1	0
1511	138	30	female	dálmés	dálmésnak	dálmésnek	nek	1	7	-6	1	1	0	0	0	0	1	0	0
1513	138	30	female	jógobel	jógobelnek	jógobelnak	nek	1	7	-6	1	1	1	0	0	1	0	0	0
1532	143	55	female	szatés	szatésnak	szatésnek	nak	4	3	1	1	1	0	0	0	0	1	0	0
1533	143	55	female	gény	génynak	génynek	nek	1	5	-4	0	1	0	0	0	1	0	0	0
1535	143	55	female	fólkúlén	fólkúlénnak	fólkúlénnek	nek	1	5	-4	1	1	0	0	0	1	0	0	0
1536	143	55	female	csarim	csarimnak	csarimnek	nak	5	1	4	1	0	0	0	1	0	0	0	0
1538	143	55	female	tóstins	tóstinsnak	tóstinsnek	nak	6	2	4	1	0	0	0	0	0	1	1	0
1539	143	55	female	állém	állémnak	állémnek	nek	2	5	-3	1	1	0	0	1	0	0	0	0
1541	143	55	female	fuidett	fuidettnek	fuidettnak	nek	2	5	-3	1	1	1	1	0	0	0	1	0
1543	143	55	female	fozdene	fozdenének	fozdenénak	nek	2	5	-3	1	1	1	1	0	0	0	0	0
1544	143	55	female	tédt	tédtnak	tédtnek	nek	3	5	-2	0	1	0	0	0	0	0	1	0
1545	143	55	female	ákapelp	ákapelpnek	ákapelpnak	nek	2	5	-3	1	1	1	0	1	0	0	1	0
1546	143	55	female	pullatill	pullatillnek	pullatillnak	nak	5	2	3	1	0	0	0	0	1	0	1	0
1547	143	55	female	ís	ísnak	ísnek	nek	2	4	-2	0	0	0	0	0	0	1	0	1
1548	143	55	female	teg	tegnak	tegnek	nek	1	5	-4	0	1	1	0	0	0	0	0	0
1549	144	58	female	brodilze	brodilzének	brodilzénak	nek	5	7	-2	1	1	1	1	0	0	0	0	0
1550	144	58	female	csandonzeb	csandonzebnek	csandonzebnak	nek	4	6	-2	1	1	1	0	1	0	0	0	0
1551	144	58	female	tokin	tokinnek	tokinnak	nak	6	4	2	1	0	0	0	0	1	0	0	0
1553	144	58	female	síst	sístnak	sístnek	nek	4	7	-3	0	0	0	0	0	0	0	1	1
1554	144	58	female	szógegibb	szógegibbnek	szógegibbnak	nek	2	6	-4	1	0	0	1	1	0	0	1	0
1555	144	58	female	gambem	gambemnak	gambemnek	nek	4	6	-2	1	1	1	0	1	0	0	0	0
1558	144	58	female	dáéljérr	dáéljérrnek	dáéljérrnak	nek	3	6	-3	1	1	0	1	0	1	0	1	0
1559	144	58	female	gyantes	gyantesnek	gyantesnak	nek	3	6	-3	1	1	1	0	0	0	1	0	0
1560	144	58	female	tert	tertnak	tertnek	nek	4	5	-1	0	1	1	0	0	0	0	1	0
1561	144	58	female	dáhulény	dáhulénynek	dáhulénynak	nak	5	3	2	1	1	0	0	0	1	0	0	0
1562	144	58	female	éssz	éssznak	éssznek	nak	5	4	1	0	1	0	0	0	0	1	1	0
1563	144	58	female	báragzit	báragzitnek	báragzitnak	nak	5	4	1	1	0	0	0	0	0	0	0	0
1564	144	58	female	karvés	karvésnak	karvésnek	nek	4	6	-2	1	1	0	0	0	0	1	0	0
1586	147	30	female	eg	egnak	egnek	nek	1	7	-6	0	1	1	0	0	0	0	0	0
1588	147	30	female	dátrirzin	dátrirzinnak	dátrirzinnek	nek	1	7	-6	1	0	0	1	0	1	0	0	0
1593	147	30	female	adebb	adebbnek	adebbnak	nek	1	7	-6	1	1	1	0	1	0	0	1	0
1594	147	30	female	enny	ennynak	ennynek	nek	1	7	-6	0	1	1	0	0	1	0	1	0
1595	147	30	female	udlotép	udlotépnak	udlotépnek	nek	1	7	-6	1	1	0	0	1	0	0	0	0
1596	147	30	female	kápkenk	kápkenknak	kápkenknek	nek	1	7	-6	1	1	1	0	0	0	0	1	0
1597	147	30	female	zózóreny	zózórenynak	zózórenynek	nek	7	7	0	1	1	1	0	0	1	0	0	0
1598	147	30	female	túrmes	túrmesnak	túrmesnek	nek	1	7	-6	1	1	1	0	0	0	1	0	0
1599	147	30	female	bájmém	bájmémnak	bájmémnek	nek	1	7	-6	1	1	0	0	1	0	0	0	0
1600	147	30	female	tanird	tanirdnak	tanirdnek	nak	7	1	6	1	0	0	0	0	0	0	1	0
1601	147	30	female	súes	súesnek	súesnak	nek	1	7	-6	1	1	1	0	0	0	1	0	0
1602	147	30	female	jamokénc	jamokéncnak	jamokéncnek	nek	1	7	-6	1	1	0	0	0	0	1	1	0
1603	147	30	female	jarli	jarlinek	jarlinak	nak	7	1	6	1	0	0	0	0	0	0	0	0
1604	148	21	female	rabutén	rabuténnek	rabuténnak	nek	3	5	-2	1	1	0	0	0	1	0	0	0
1605	148	21	female	fragyem	fragyemnak	fragyemnek	nek	1	6	-5	1	1	1	0	1	0	0	0	0
1606	148	21	female	káralill	káralillnak	káralillnek	nak	5	4	1	1	0	0	0	0	1	0	1	0
1607	148	21	female	kétt	kéttnak	kéttnek	nek	1	7	-6	0	1	0	0	0	0	0	1	0
1608	148	21	female	ongolje	ongoljénak	ongoljének	nak	5	5	0	1	1	1	0	0	0	0	0	0
1609	148	21	female	kvátápíny	kvátápínynak	kvátápínynek	nek	4	5	-1	1	0	0	0	0	1	0	0	0
1610	148	21	female	kalubenz	kalubenznak	kalubenznek	nek	1	7	-6	1	1	1	0	0	0	1	1	0
1611	148	21	female	banazebb	banazebbnak	banazebbnek	nek	3	6	-3	1	1	1	0	1	0	0	1	0
1612	148	21	female	pranfárte	pranfártének	pranfárténak	nak	6	5	1	1	1	1	0	0	0	0	0	0
1613	148	21	female	fólerserj	fólerserjnak	fólerserjnek	nek	1	6	-5	1	1	1	1	0	0	0	1	0
1614	148	21	female	kíb	kíbnak	kíbnek	nek	2	7	-5	0	0	0	0	1	0	0	0	1
1615	148	21	female	nyadis	nyadisnek	nyadisnak	nak	6	1	5	1	0	0	0	0	0	1	0	0
1616	148	21	female	mutórisz	mutórisznek	mutórisznak	nak	7	3	4	1	0	0	0	0	0	1	0	0
1617	149	50	female	correrém	correrémnek	correrémnak	nek	1	7	-6	1	1	0	1	1	0	0	0	0
1618	149	50	female	keg	kegnek	kegnak	nek	1	7	-6	0	1	1	0	0	0	0	0	0
1619	149	50	female	atadeng	atadengnak	atadengnek	nek	1	7	-6	1	1	1	0	0	0	0	1	0
1620	149	50	female	adónís	adónísnak	adónísnek	nek	3	6	-3	1	0	0	0	0	0	1	0	0
1621	149	50	female	rily	rilynek	rilynak	nek	1	7	-6	0	0	0	0	0	0	0	0	0
1622	149	50	female	kómem	kómemnak	kómemnek	nek	1	7	-6	1	1	1	0	1	0	0	0	0
1623	149	50	female	vosztelirn	vosztelirnnak	vosztelirnnek	nek	1	7	-6	1	0	0	1	0	1	0	1	0
1624	149	50	female	vúgyites	vúgyitesnek	vúgyitesnak	nek	1	7	-6	1	1	1	1	0	0	1	0	0
1625	149	50	female	notkejzs	notkejzsnak	notkejzsnek	nek	1	7	-6	1	1	1	0	0	0	1	1	0
1626	149	50	female	dánén	dánénnak	dánénnek	nek	4	4	0	1	1	0	0	0	1	0	0	0
1627	149	50	female	topjin	topjinnak	topjinnek	nak	6	2	4	1	0	0	0	0	1	0	0	0
1628	149	50	female	akunzend	akunzendnek	akunzendnak	nek	1	7	-6	1	1	1	0	0	0	0	1	0
1629	149	50	female	botemm	botemmnak	botemmnek	nek	1	7	-6	1	1	1	0	1	0	0	1	0
1633	151	60	female	apcesérn	apcesérnnek	apcesérnnak	nek	1	7	-6	1	1	0	1	0	1	0	1	0
1634	151	60	female	bikt	biktnek	biktnak	nek	1	7	-6	0	0	0	0	0	0	0	1	0
