SF	Freq	Lemma	Analysis	Segmentation
oldalával	1	oldal	N.SG-PSS3S-INST	oldal-a-val
szemben	1	szem	N.SG-IN+ESS	szem-ben
bal	3	bal	ADJ.NOM.SG	bal
megvizsgálom	2	megvizsgál	V-IND.PRS.DEF.1.SG	megvizsgál-om
megvizsgálni	1	megvizsgál	V-NFIN	megvizsgál-ni
anyuval	5	anyu	N.SG-INST	anyu-val
kórházban	2	kórház	N.SG-IN+ESS	kórház-ban
vizsgálja	3	vizsgál	V-IND.PRS.DEF.3.SG	vizsgál-ja
mutatod	6	mutat	V-IND.PRS.DEF.2.SG	mutat-od
verted	5	ver	V-IND.PST.DEF.2.SG	ver-ted
dönti	1	dönt	V-IND.PRS.DEF.3.SG.i	dönt-i
gyógyultál	1	gyógyul	V-IND.PST.INDF.2.SG	gyógyul-tál
megvizsgállak	1	megvizsgál	V-IND.PRS.LGSPEC1.1.SG	megvizsgál-lak
ágyból	6	ágy	N.SG-IN+ABL	ágy-ból
szeptember	1	szeptember	N.NOM.SG	szeptember
tányérba	6	tányér	N.SG-IN+ALL	tányér-ba
evőeszközt	2	evőeszköz	N.SG-ACC	evőeszköz-t
paradicsom	11	paradicsom	N.NOM.SG	paradicsom
paradicsomot	4	paradicsom	N.SG-ACC	paradicsom-ot
emlékszel	34	emlékszik	V-IND.PRS.INDF.2.SG.Ol	emléksz-el
kinézek	2	kinéz	V-IND.PRS.INDF.1.SG	kinéz-ek
szegénykém	2	szegényke	N.NOM-PSS1S.SG	szegényke-m
falatot	7	falat	N.SG-ACC	falat-ot
banán	24	banán	N.NOM.SG	banán
számat	1	száj	N.SG-PSS1S-ACC	száj-m-at
krumplit	21	krumpli	N.SG-ACC	krumpli-t
pohárból	11	pohár	N.SG-IN+ABL	pohár-ból
edénybe	5	edény	N.SG-IN+ALL	edény-be
segítsen	7	segít	V-SBJV.PRS.INDF.3.SG	segít-jen
főzni	4	főz	V-NFIN	főz-ni
szeleteled	1	szeletel	V-IND.PRS.DEF.2.SG	szeletel-ed
sült	23	sült	N.NOM.SG	sült
főztél	1	főz	V-IND.PST.INDF.2.SG	főz-tél
körtét	7	körte	N.SG-ACC	körte-t
kelkáposzta	1	kelkáposzta	N.NOM.SG	kelkáposzta
sütsz	3	süt	V-IND.PRS.INDF.2.SG.asz	süt-sz
szűrőt	1	szűrő	N.SG-ACC	szűrő-t
készítetted	1	készít	V-IND.PST.DEF.2.SG	készít-etted
tűzhelyen	1	tűzhely	N.SG-ON+ESS	tűzhely-en
készítettél	3	készít	V-IND.PST.INDF.2.SG	készít-ettél
kést	6	kés	N.SG-ACC	kés-t
kerestél	1	keres	V-IND.PST.INDF.2.SG	keres-tél
gumija	2	gumi	N.NOM-PSS3S.SG	gumi-ja
ügyesebb	2	ügyes	ADJ.NOM.SG-CMPR	ügyes-ebb
beszélgessünk	6	beszélget	V-SBJV.PRS.INDF.1.PL	beszélget-jünk
főzeléket	1	főzelék	N.SG-ACC	főzelék-et
tűzhelyre	1	tűzhely	N.SG-ON+ALL	tűzhely-re
tányérból	5	tányér	N.SG-IN+ABL	tányér-ból
babáknak	6	baba	N-PL-DAT.SG	baba-k-nak
répát	26	répa	N.SG-ACC	répa-t
kukoricát	8	kukorica	N.SG-ACC	kukorica-t
kukorica	7	kukorica	N.NOM.SG	kukorica
földiepret	3	földieper	N.SG-ACC	földieper-et
tölcsér	1	tölcsér	N.NOM.SG	tölcsér
folyadékot	1	folyadék	N.SG-ACC	folyadék-ot
üvegbe	2	üveg	N.SG-IN+ALL	üveg-be
tűnt	2	tűnik	V-IND.PST.INDF.3.SG	tűn-t
vágódeszka	1	vágódeszka	N.NOM.SG	vágódeszka
deszkáról	1	deszka	N.SG-ON+ABL	deszka-ról
orrú	1	orrú	ADJ.NOM.SG	orrú
pirítós	4	pirítós	N.NOM.SG	pirítós
tudnál	3	tud	V-COND.PRS.INDF.2.SG	tud-nál
delfinhez	1	delfin	N.SG-AT+ALL	delfin-hez
ültetjük	2	ültet	V-IND.PRS.DEF.1.PL	ültet-jük
szeretnek	4	szeret	V-IND.PRS.INDF.3.PL	szeret-nek
kenguruk	2	kenguru	N.NOM-PL	kenguru-k
egyenek	3	egyen	N.NOM-PL	egyen-ek
megpróbáljuk	2	megpróbál	V-IND.PRS.DEF.1.PL	megpróbál-juk
rakjátok	1	rak	V-IND.PRS.DEF.2.PL	rak-játok
összerakni	2	összerak	V-NFIN	összerak-ni
sörénye	3	sörény	N.NOM-PSS3S.SG	sörény-e
tévedtem	1	téved	V-IND.PST.INDF.1.SG	téved-tem
sálja	1	sál	N.NOM-PSS3S.SG	sál-ja
teste	4	teste	N.NOM.SG	teste
bilit	7	bili	N.SG-ACC	bili-t
bilivel	2	bili	N.SG-INST	bili-vel
bilibe	12	bili	N.SG-IN+ALL	bili-be
forgasd	1	forgat	V-SBJV.PRS.DEF.2.SG	forgat-d
apának	14	apa	N.SG-DAT.SG	apa-nak
szakálla	6	szakáll	N.NOM-PSS3S.SG	szakáll-a
játéknak	2	játék	N.SG-DAT.SG	játék-nak
éjszakát	7	éjszaka	N.SG-ACC	éjszaka-t
apát	4	apát	N.NOM.SG	apát
puszild	2	puszil	V-SBJV.PRS.DEF.2.SG	puszil-d
székről	4	szék	N.SG-ON+ABL	szék-ről
mentőautó	1	mentőautó	N.NOM.SG	mentőautó
dobtad	12	dob	V-IND.PST.DEF.2.SG	dob-tad
csorog	3	csorog	V.IND.PRS.INDF.3.SG	csorog
fújta	1	fúj	V-IND.PST.DEF.3.SG	fúj-ta
megfogja	5	megfog	V-IND.PRS.DEF.3.SG	megfog-ja
engedte	2	enged	V-IND.PST.DEF.3.SG	enged-te
nagymamának	4	nagymama	N.SG-DAT.SG	nagymama-nak
megkérdezem	3	megkérdez	V-IND.PRS.DEF.1.SG	megkérdez-em
fürdőkádba	2	fürdőkád	N.SG-IN+ALL	fürdőkád-ba
sapkába	1	sapka	N.SG-IN+ALL	sapka-ba
sapkában	1	sapka	N.SG-IN+ESS	sapka-ban
bírjuk	1	bír	V-IND.PRS.DEF.1.PL	bír-juk
sapkát	8	sapka	N.SG-ACC	sapka-t
szerelve	1	szerel	V-V.CVB	szerel-ve
sapkája	7	sapka	N.NOM-PSS3S.SG	sapka-ja
tükörben	10	tükör	N.SG-IN+ESS	tükör-ben
fürdőszobába	1	fürdőszoba	N.SG-IN+ALL	fürdőszoba-ba
zuhanyozni	5	zuhanyozik	V-NFIN	zuhanyoz-ni
zuhanyozik	4	zuhanyozik	V.IND.PRS.INDF.3.SG	zuhanyozik
bili	7	bili	N.NOM.SG	bili
bilije	1	bili	N.NOM-PSS3S.SG	bili-je
pelenkába	5	pelenka	N.SG-IN+ALL	pelenka-ba
viccelj	3	viccel	V-SBJV.PRS.INDF.2.SG	viccel-j
bilire	8	bili	N.SG-ON+ALL	bili-re
megnézné	1	megnéz	V-COND.PRS.DEF.3.SG	megnéz-né
nacit	1	naci	N.SG-ACC	naci-t
pelenkát	16	pelenka	N.SG-ACC	pelenka-t
tartót	1	tartó	N.SG-ACC	tartó-t
székbe	2	szék	N.SG-IN+ALL	szék-be
mérgesen	2	mérges	ADJ.SG-ON+ESS	mérges-en
jóllakott	1	jóllakik	V-IND.PST.INDF.3.SG	jóllak-ott
vödröt	5	vödör	N.SG-ACC	vödör-öt
találkozni	3	találkozik	V-NFIN	találkoz-ni
direkt	6	direkt	ADJ.NOM.SG	direkt
apára	2	apa	N.SG-ON+ALL	apa-ra
figyelsz	2	figyel	V-IND.PRS.INDF.2.SG.asz	figyel-sz
harapok	5	harap	V-IND.PRS.INDF.1.SG	harap-ok
mérni	2	mér	V-NFIN	mér-ni
lázadat	3	láz	N.SG-PSS2S-ACC	láz-ad-at
bújtál	3	bújik	V-IND.PST.INDF.2.SG	búj-tál
lurkó	8	lurkó	N.NOM.SG	lurkó
lázmérőt	1	lázmérő	N.SG-ACC	lázmérő-t
meggondolom	1	meggondol	V-IND.PRS.DEF.1.SG	meggondol-om
takony	4	takony	N.NOM.SG	takony
popsid	6	popsi	N.NOM-PSS2S.SG	popsi-d
könyve	2	könyv	N.NOM-PSS3S.SG	könyv-e
apáé	2	apa	N.SG-PSS4S	apa-é
fejeden	2	fej	N.SG-PSS2S-ON+ESS	fej-ed-en
sátor	9	sátor	N.NOM.SG	sátor
megbeszéljük	1	megbeszél	V-IND.PRS.DEF.1.PL	megbeszél-jük
tetteted	1	tettet	V-IND.PRS.DEF.2.SG	tettet-ed
nevessen	2	nevet	V-SBJV.PRS.INDF.3.SG	nevet-jen
sírjon	6	sír	V-SBJV.PRS.INDF.3.SG	sír-jon
orvosságot	3	orvosság	N.SG-ACC	orvosság-ot
kicseréljük	6	kicserél	V-IND.PRS.DEF.1.PL	kicserél-jük
lábadnak	1	láb	N.SG-PSS2S-DAT.SG	láb-ad-nak
eldobod	3	eldob	V-IND.PRS.DEF.2.SG	eldob-od
néztünk	1	néz	V-IND.PST.INDF.1.PL	néz-tünk
harisnyába	1	harisnya	N.SG-IN+ALL	harisnya-ba
ritával	1	rita	N.SG-INST	rita-val
szívni	1	szív	V-NFIN	szív-ni
öleld	1	ölel	V-SBJV.PRS.DEF.2.SG	ölel-d
franc	1	franc	N.NOM.SG	franc
istenem	7	isten	N.NOM-PSS1S.SG	isten-em
helyezkedj	2	helyezkedik	V-SBJV.PRS.INDF.2.SG	helyezked-j
keresztbe	2	kereszt	N.SG-IN+ALL	kereszt-be
pakoljuk	2	pakol	V-IND.PRS.DEF.1.PL	pakol-juk
lenniük	1	lesz	V-NFIN.3.PL	lesz-niük
lemosni	2	lemos	V-NFIN	lemos-ni
kerül	4	kerül	V.IND.PRS.INDF.3.SG	kerül
békéscsaba	4	békéscsaba	N.NOM.SG	békéscsaba
hurkát	4	hurok	N.SG-PSS3S-ACC	hurok-a-t
nudlit	3	nudli	N.SG-ACC	nudli-t
emberkét	1	emberke	N.SG-ACC	emberke-t
szem	3	szem	N.NOM.SG	szem
akartál	5	akar	V-IND.PST.INDF.2.SG	akar-tál
fektetve	1	fektet	V-V.CVB	fektet-ve
gomba	6	gomba	N.NOM.SG	gomba
keverd	7	kever	V-SBJV.PRS.DEF.2.SG	kever-d
narancssárga	3	narancssárga	ADJ.NOM.SG	narancssárga
kékkel	2	kék	N.SG-INST	kék-vel
szürke	3	szürke	ADJ.NOM.SG	szürke
építsünk	14	épít	V-SBJV.PRS.INDF.1.PL	épít-jünk
összekevered	2	összekever	V-IND.PRS.DEF.2.SG	összekever-ed
építsek	2	épít	V-SBJV.PRS.INDF.1.SG	épít-jek
homokozó	4	homokozó	N.NOM.SG	homokozó
bocsánat	9	bocsánat	N.NOM.SG	bocsánat
oldala	2	oldala	N.NOM.SG	oldala
építesz	2	épít	V-IND.PRS.INDF.2.SG.asz	épít-sz
alakú	2	alakú	ADJ.NOM.SG	alakú
összekeverted	1	összekever	V-IND.PST.DEF.2.SG	összekever-ted
lemossa	2	lemos	V-IND.PRS.DEF.3.SG	lemos-ja
tizenhét	1	tizenhét	N.NOM.SG	tizenhét
folytatjuk	1	folytat	V-IND.PRS.DEF.1.PL	folytat-juk
mosnom	2	mos	V-NFIN.1.SG	mos-nom
útba	7	út	N.SG-IN+ALL	út-ba
kancsók	1	kancsó	N.NOM-PL	kancsó-k
kancsó	2	kancsó	N.NOM.SG	kancsó
útban	6	út	N.SG-IN+ESS	út-ban
fotelba	2	fotel	N.SG-IN+ALL	fotel-ba
fizetni	5	fizet	V-NFIN	fizet-ni
boltban	9	bolt	N.SG-IN+ESS	bolt-ban
kettőt	10	kettő	N.SG-ACC	kettő-t
micsodát	10	micsoda	N.SG-ACC	micsoda-t
ananász	7	ananász	N.NOM.SG	ananász
dinnye	17	dinnye	N.NOM.SG	dinnye
ananászt	4	ananász	N.SG-ACC	ananász-t
káposztát	2	káposzta	N.SG-ACC	káposzta-t
spárgát	2	spárga	N.SG-ACC	spárga-t
hé	13	hé	N.NOM.SG	hé
elfelejtett	1	elfelejt	V-IND.PST.INDF.3.SG	elfelejt-ett
piacról	1	piac	N.SG-ON+ABL	piac-ról
vásároltál	2	vásárol	V-IND.PST.INDF.2.SG	vásárol-tál
bőröndöt	1	bőrönd	N.SG-ACC	bőrönd-öt
mondjuk	13	mond	V-IND.PRS.DEF.1.PL	mond-juk
madarasat	2	madaras	ADJ.SG-ACC	madaras-at
bőröndhöz	2	bőrönd	N.SG-AT+ALL	bőrönd-höz
összekeverjük	1	összekever	V-IND.PRS.DEF.1.PL	összekever-jük
macihoz	1	maci	N.SG-AT+ALL	maci-hoz
zöldből	1	zöld	ADJ.SG-IN+ABL	zöld-ből
ebből	24	eb	N.SG-IN+ABL	eb-ből
kockán	2	kocka	N.SG-ON+ESS	kocka-n
jót	14	jó	N.SG-ACC	jó-t
választottál	1	választ	V-IND.PST.INDF.2.SG	választ-ottál
macié	5	maci	N.SG-PSS4S	maci-é
jobbra	4	jobb	N.SG-ON+ALL	jobb-ra
kamera	6	kamera	N.NOM.SG	kamera
kamerát	3	kamera	N.SG-ACC	kamera-t
kellett	13	kell	V-IND.PST.INDF.3.SG	kell-ett
csináltak	6	csinál	V-IND.PST.INDF.3.PL	csinál-tak
olvassak	2	olvas	V-SBJV.PRS.INDF.1.SG	olvas-jak
idő	8	idő	N.NOM.SG	idő
mamával	3	mama	N.SG-INST	mama-val
szagoljam	1	szagol	V-SBJV.PRS.DEF.1.SG	szagol-jam
elmúlt	1	elmúlik	V-IND.PST.INDF.3.SG	elmúl-t
delfinnél	1	delfin	N.SG-AT+ESS	delfin-nél
olvasnivalót	2	olvasnivaló	N.SG-ACC	olvasnivaló-t
párok	3	pár	N.NOM-PL	pár-ok
elolvasod	1	elolvas	V-IND.PRS.DEF.2.SG	elolvas-od
hajamra	2	haj	N.SG-PSS1S-ON+ALL	haj-am-ra
durván	1	durva	ADJ.SG-ON+ESS	durva-n
dé	3	dé	N.NOM.SG	dé
talicskába	1	talicska	N.SG-IN+ALL	talicska-ba
nyögsz	2	nyög	V-IND.PRS.INDF.2.SG.asz	nyög-sz
kukacnak	1	kukac	N.SG-DAT.SG	kukac-nak
szoktak	3	szokik	V-IND.PST.INDF.3.PL	szok-tak
építenek	1	épít	V-IND.PRS.INDF.3.PL	épít-enek
súgok	2	súg	V-IND.PRS.INDF.1.SG	súg-ok
súg	1	súg	V.IND.PRS.INDF.3.SG	súg
bújsz	2	bújik	V-IND.PRS.INDF.2.SG.asz	búj-sz
részt	2	rész	N.SG-ACC	rész-t
felet	2	fél	N.SG-ACC	fél-et
aludt	9	alszik	V-IND.PST.INDF.3.SG	alud-t
szóljunk	1	szól	V-SBJV.PRS.INDF.1.PL	szól-junk
jöjj	2	jön	V-SBJV.PRS.INDF.2.SG	jön-j
kivegyem	4	kivesz	V-SBJV.PRS.DEF.1.SG	kivesz-jem
próbáljuk	3	próbál	V-IND.PRS.DEF.1.PL	próbál-juk
homokozóban	5	homokozó	N.SG-IN+ESS	homokozó-ban
játékkal	3	játék	N.SG-INST	játék-val
nyakát	1	nyak	N.SG-PSS3S-ACC	nyak-a-t
gyógyítja	7	gyógyít	V-IND.PRS.DEF.3.SG	gyógyít-ja
tévébe	2	tévé	N.SG-IN+ALL	tévé-be
piri	10	piri	N.NOM.SG	piri
bohóccal	3	bohóc	N.SG-INST	bohóc-val
városi	1	városi	N.NOM.SG	városi
mezei	1	mez	N.NOM-PSS3S.PL	mez-ei
elolvassuk	4	elolvas	V-IND.PRS.DEF.1.PL	elolvas-juk
labdája	2	labda	N.NOM-PSS3S.SG	labda-ja
megkeresed	4	megkeres	V-IND.PRS.DEF.2.SG	megkeres-ed
ült	5	ül	V-IND.PST.INDF.3.SG	ül-t
feküdnie	2	fekszik	V-NFIN.3.SG	feküd-nie
beszéltem	4	beszél	V-IND.PST.INDF.1.SG	beszél-tem
furcsa	2	furcsa	ADJ.NOM.SG	furcsa
bokornál	2	bokor	N.SG-AT+ESS	bokor-nál
építeni	5	épít	V-NFIN	épít-eni
táskája	3	táska	N.NOM-PSS3S.SG	táska-ja
megvizsgálja	10	megvizsgál	V-IND.PRS.DEF.3.SG	megvizsgál-ja
megvizsgáljuk	1	megvizsgál	V-IND.PRS.DEF.1.PL	megvizsgál-juk
felülni	1	felül	V-NFIN	felül-ni
orrot	1	orr	N.SG-ACC	orr-ot
megkeresse	4	megkeres	V-SBJV.PRS.DEF.3.SG	megkeres-je
táskám	1	táska	N.NOM-PSS1S.SG	táska-m
látta	5	lát	V-IND.PST.DEF.3.SG	lát-ta
érzed	3	érez	V-IND.PRS.DEF.2.SG	érez-ed
bekenem	7	beken	V-IND.PRS.DEF.1.SG	beken-em
üvegek	1	üveg	N.NOM-PL	üveg-ek
banánok	1	banán	N.NOM-PL	banán-ok
veszítettük	1	veszít	V-IND.PST.DEF.1.PL	veszít-ettük
lógjon	1	lóg	V-SBJV.PRS.INDF.3.SG	lóg-jon
uborkát	1	uborka	N.SG-ACC	uborka-t
irányba	1	irány	N.SG-IN+ALL	irány-ba
tartod	4	tart	V-IND.PRS.DEF.2.SG	tart-od
fokhagyma	1	fokhagyma	N.NOM.SG	fokhagyma
kiraktad	1	kirak	V-IND.PST.DEF.2.SG	kirak-tad
kerülni	4	kerül	V-NFIN	kerül-ni
ideadnád	1	idead	V-COND.PRS.DEF.2.SG	idead-nád
ideiglenesen	1	ideiglenes	ADJ.SG-ON+ESS	ideiglenes-en
tépte	3	tép	V-IND.PST.DEF.3.SG	tép-te
dobozban	7	doboz	N.SG-IN+ESS	doboz-ban
kerestük	1	keres	V-IND.PST.DEF.1.PL	keres-tük
ruhát	13	ruha	N.SG-ACC	ruha-t
önt	4	önt	V.IND.PRS.INDF.3.SG	önt
megpróbálja	2	megpróbál	V-IND.PRS.DEF.3.SG	megpróbál-ja
hitte	1	hisz	V-IND.PST.DEF.3.SG	hisz-tte
segítettem	3	segít	V-IND.PST.INDF.1.SG	segít-ettem
sorakozó	2	sorakozik	V-V.PTCP.PRS	sorakoz-ó
sorakozni	1	sorakozik	V-NFIN	sorakoz-ni
esve	1	esik	V-V.CVB	es-ve
nagymamát	1	nagymama	N.SG-ACC	nagymama-t
vödörrel	2	vödör	N.SG-INST	vödör-vel
talpa	8	talp	N.NOM-PSS3S.SG	talp-a
reggelire	1	reggeli	N.SG-ON+ALL	reggeli-re
szerettem	2	szerette	N.NOM-PSS1S.SG	szerette-m
ültessétek	1	ültet	V-SBJV.PRS.DEF.2.PL	ültet-jétek
labdának	1	labda	N.SG-DAT.SG	labda-nak
kapuja	1	kapu	N.NOM-PSS3S.SG	kapu-ja
séta	34	séta	N.NOM.SG	séta
szorítani	3	szorít	V-NFIN	szorít-ani
virágra	1	virág	N.SG-ON+ALL	virág-ra
lábáról	1	láb	N.SG-PSS3S-ON+ABL	láb-a-ról
gyógyítani	6	gyógyít	V-NFIN	gyógyít-ani
tányérral	2	tányér	N.SG-INST	tányér-val
követni	1	követ	V-NFIN	követ-ni
ráteszed	3	rátesz	V-IND.PRS.DEF.2.SG	rátesz-ed
ülhet	3	ül	V-POT	ül-het
meggyógyítsam	4	meggyógyít	V-SBJV.PRS.DEF.1.SG	meggyógyít-jam
gyógyuljon	1	gyógyul	V-SBJV.PRS.INDF.3.SG	gyógyul-jon
gyógyítod	2	gyógyít	V-IND.PRS.DEF.2.SG	gyógyít-od
elmondasz	1	elmond	V-IND.PRS.INDF.2.SG.asz	elmond-asz
megpróbálod	1	megpróbál	V-IND.PRS.DEF.2.SG	megpróbál-od
felöltözöl	1	felöltözik	V-IND.PRS.INDF.2.SG.Ol	felöltöz-öl
arca	2	arca	N.NOM.SG	arca
cicije	3	cici	N.NOM-PSS3S.SG	cici-je
bot	9	bot	N.NOM.SG	bot
hozzuk	4	hoz	V-IND.PRS.DEF.1.PL	hoz-juk
mosogatót	1	mosogató	N.SG-ACC	mosogató-t
öntesz	1	önt	V-IND.PRS.INDF.2.SG.asz	önt-sz
kádba	3	kád	N.SG-IN+ALL	kád-ba
zuhany	6	zuhany	N.NOM.SG	zuhany
zuhanynak	1	zuhany	N.SG-DAT.SG	zuhany-nak
megcsináltuk	1	megcsinál	V-IND.PST.DEF.1.PL	megcsinál-tuk
asztalba	1	asztal	N.SG-IN+ALL	asztal-ba
távirányító	1	távirányító	N.NOM.SG	távirányító
tartom	4	tart	V-IND.PRS.DEF.1.SG	tart-om
kivittük	2	kivisz	V-IND.PST.DEF.1.PL	kivisz-ttük
babakocsi	15	babakocsi	N.NOM.SG	babakocsi
nyomjuk	4	nyom	V-IND.PRS.DEF.1.PL	nyom-juk
kapuhoz	1	kapu	N.SG-AT+ALL	kapu-hoz
oldalt	2	oldal	N.SG-ACC	oldal-t
kirakod	1	kirak	V-IND.PRS.DEF.2.SG	kirak-od
ötlet	2	ötlet	N.NOM.SG	ötlet
tükörnél	1	tükör	N.SG-AT+ESS	tükör-nél
hordágy	2	hordágy	N.NOM.SG	hordágy
vinnünk	1	visz	V-NFIN.1.PL	visz-nünk
betegség	2	betegség	N.NOM.SG	betegség
rózsaszín	4	rózsaszín	N.NOM.SG	rózsaszín
pirinek	2	piri	N.SG-DAT.SG	piri-nek
abbahagyta	1	abbahagy	V-IND.PST.DEF.3.SG	abbahagy-ta
megnézte	5	megnéz	V-IND.PST.DEF.3.SG	megnéz-te
beverte	4	bever	V-IND.PST.DEF.3.SG	bever-te
elő	11	elő	N.NOM.SG	elő
nézik	2	néz	V-IND.PRS.DEF.3.PL.ik	néz-ik
apura	1	apu	N.SG-ON+ALL	apu-ra
nevetni	2	nevet	V-NFIN	nevet-ni
bundás	1	bundás	N.NOM.SG	bundás
telefonos	1	telefonos	N.NOM.SG	telefonos
mosogatni	1	mosogat	V-NFIN	mosogat-ni
sétáltok	1	sétál	V-IND.PRS.INDF.2.PL	sétál-tok
közelre	1	közel	N.SG-ON+ALL	közel-re
szemem	1	szem	N.NOM-PSS1S.SG	szem-em
házzal	2	ház	N.SG-INST	ház-val
építjük	1	épít	V-IND.PRS.DEF.1.PL	épít-jük
aljára	1	alj	N.SG-PSS3S-ON+ALL	alj-a-ra
szereznünk	1	szerez	V-NFIN.1.PL	szerez-nünk
szeretnéd	13	szeret	V-COND.PRS.DEF.2.SG	szeret-néd
maradj	13	marad	V-SBJV.PRS.INDF.2.SG	marad-j
valóban	2	való	N.SG-IN+ESS	való-ban
hasonlót	1	hasonló	ADJ.SG-ACC	hasonló-t
gyógyulás	3	gyógyul	V-V.MSDR	gyógyul-ás
lábával	4	láb	N.SG-PSS3S-INST	láb-a-val
elszívok	1	elszív	V-IND.PRS.INDF.1.SG	elszív-ok
cigit	2	cigi	N.SG-ACC	cigi-t
telefonra	1	telefon	N.SG-ON+ALL	telefon-ra
építettek	2	épít	V-IND.PST.INDF.3.PL	épít-ettek
végül	4	vég	N.SG-BYWAY	vég-ül
eltörnek	2	eltör	V-IND.PRS.INDF.3.PL	eltör-nek
törnek	2	tör	V-IND.PRS.INDF.3.PL	tör-nek
szomorúbb	1	szomorú	ADJ.NOM.SG-CMPR	szomorú-bb
sapkával	1	sapka	N.SG-INST	sapka-val
fiók	10	fiók	N.NOM.SG	fiók
fióknak	1	fiók	N.SG-DAT.SG	fiók-nak
korlát	3	korlát	N.NOM.SG	korlát
korlátot	1	korlát	N.SG-ACC	korlát-ot
kapuba	1	kapu	N.SG-IN+ALL	kapu-ba
fürdőkádban	2	fürdőkád	N.SG-IN+ESS	fürdőkád-ban
gyönyörű	3	gyönyörű	N.NOM.SG	gyönyörű
hunyó	5	huny	V-V.PTCP.PRS	huny-ó
számoltam	1	számol	V-IND.PST.INDF.1.SG	számol-tam
benéz	3	benéz	V.IND.PRS.INDF.3.SG	benéz
találja	1	talál	V-IND.PRS.DEF.3.SG	talál-ja
szekrényt	2	szekrény	N.SG-ACC	szekrény-t
sütőt	1	sütő	N.SG-ACC	sütő-t
állítsd	6	állít	V-SBJV.PRS.DEF.2.SG	állít-d
sarokra	2	sarok	N.SG-ON+ALL	sarok-ra
elbújnak	1	elbújik	V-IND.PRS.INDF.3.PL	elbúj-nak
keresse	2	keres	V-SBJV.PRS.DEF.3.SG	keres-je
megtalállak	1	megtalál	V-IND.PRS.LGSPEC1.1.SG	megtalál-lak
találta	4	talál	V-IND.PST.DEF.3.SG	talál-ta
kaput	3	kapu	N.SG-ACC	kapu-t
gondoltál	2	gondol	V-IND.PST.INDF.2.SG	gondol-tál
tetőt	3	tető	N.SG-ACC	tető-t
tetőről	2	tető	N.SG-ON+ABL	tető-ről
kerítés	2	kerítés	N.NOM.SG	kerítés
oszlopot	3	oszlop	N.SG-ACC	oszlop-ot
valók	2	való	N.NOM-PL	való-k
ládában	2	láda	N.SG-IN+ESS	láda-ban
lépcső	4	lépcső	N.NOM.SG	lépcső
sót	3	só	N.SG-ACC	só-t
sóz	1	sóz	V.IND.PRS.INDF.3.SG	sóz
főz	2	főz	V.IND.PRS.INDF.3.SG	főz
kisbabát	5	kisbaba	N.SG-ACC	kisbaba-t
oszlop	2	oszlop	N.NOM.SG	oszlop
tiltakozott	1	tiltakozik	V-IND.PST.INDF.3.SG	tiltakoz-ott
állt	1	áll	V-IND.PST.INDF.3.SG	áll-t
alátámasztva	1	alátámaszt	V-V.CVB	alátámaszt-va
kezdett	1	kezd	V-IND.PST.INDF.3.SG	kezd-ett
később	6	később	ADJ.NOM.SG	később
óriási	9	óriási	ADJ.NOM.SG	óriási
halottam	1	halott	N.NOM-PSS1S.SG	halott-am
kikapcsoljam	1	kikapcsol	V-SBJV.PRS.DEF.1.SG	kikapcsol-jam
fésülködni	1	fésülködik	V-NFIN	fésülköd-ni
copfod	1	copf	N.NOM-PSS2S.SG	copf-od
szépségem	1	szépség	N.NOM-PSS1S.SG	szépség-em
gatyád	1	gatya	N.NOM-PSS2S.SG	gatya-d
pusziljam	1	puszil	V-SBJV.PRS.DEF.1.SG	puszil-jam
bolt	10	bolt	N.NOM.SG	bolt
pelenkának	1	pelenka	N.SG-DAT.SG	pelenka-nak
betegye	2	betesz	V-SBJV.PRS.DEF.3.SG	betesz-je
túró	1	túró	N.NOM.SG	túró
megígérte	1	megígér	V-IND.PST.DEF.3.SG	megígér-te
mentünk	11	mente	N.NOM-PSS1P.SG	mente-ünk
petőfi	2	petőfi	N.NOM.SG	petőfi
akart	2	akar	V-IND.PST.INDF.3.SG	akar-t
telefonáljon	1	telefonál	V-SBJV.PRS.INDF.3.SG	telefonál-jon
bokorhoz	1	bokor	N.SG-AT+ALL	bokor-hoz
lépcsőn	2	lépcső	N.SG-ON+ESS	lépcső-n
beveri	1	bever	V-IND.PRS.DEF.3.SG.i	bever-i
szoros	1	szoros	N.NOM.SG	szoros
kiveszek	1	kivesz	V-IND.PRS.INDF.1.SG	kivesz-ek
csirke	1	csirke	N.NOM.SG	csirke
beverted	6	bever	V-IND.PST.DEF.2.SG	bever-ted
beszélget	4	beszélget	V.IND.PRS.INDF.3.SG	beszélget
összeszedted	1	összeszed	V-IND.PST.DEF.2.SG	összeszed-ted
álljon	4	áll	V-SBJV.PRS.INDF.3.SG	áll-jon
hálózsák	1	hálózsák	N.NOM.SG	hálózsák
építőkockák	1	építőkocka	N.NOM-PL	építőkocka-k
mindenféle	3	mindenféle	ADJ.NOM.SG	mindenféle
füzeted	1	füzet	N.NOM-PSS2S.SG	füzet-ed
fázzon	4	fázik	V-SBJV.PRS.INDF.3.SG	fáz-jon
csóka	1	csóka	N.NOM.SG	csóka
zsebet	1	zseb	N.SG-ACC	zseb-et
beteszi	5	betesz	V-IND.PRS.DEF.3.SG.i	betesz-i
írtunk	1	ír	V-IND.PST.INDF.1.PL	ír-tunk
írtál	2	ír	V-IND.PST.INDF.2.SG	ír-tál
írtad	1	ír	V-IND.PST.DEF.2.SG	ír-tad
